info,answer,explanation,question
112年學測-自然科第16題,BC,(A)物種多樣性的大規模減低應與數次物種大滅絕有關。 (D)生態系多樣性＝生物群集＋生物群集所賴以生存的空間複雜度，因此棲地複雜度增加，生態系多樣性就會上升。 (E)顯性對隱性的等位基因比值為 3：1，只能顯示此時期等位基因頻率的狀態。要再觀察幾代以發現等位基因頻率發生的改變，才能判斷何種等位基因更適應環境。,"16.「在地球上的生物經演化過程而形成目前的生物多樣性」 ，依此意涵下列敘述哪些正確？
（應選 2 項）
(A)地球的歷史顯示歷次物種多樣性大規模減低的主要原因是新物種出現不足
(B)大規模物種消失之後至達成生態系平衡之間，通常物種多樣性會逐漸增加
(C)除了物種多樣性外，通常生物多樣性還可在基因或生態系的層次上加以觀察
(D)若棲地複雜度增大，但因短期物種組成維持不變，故生態系多樣性仍然不變
(E)某顯性對隱性等位基因的比值為3：1，則顯示顯性表徵較隱性更適應環境"
112年學測-自然科第17題,AB,對比古菌域和真細菌域，兩者均有細胞膜、均不具細胞核，但仍因核糖體 RNA 等特徵以「域」加以區分；而病毒僅具有核酸（DNA 或 RNA）和蛋白質殼體，僅部分種類擁有套膜，和由細胞膜、細胞質組成的現今生物界相差更大，故應另立一新域、新界較能展現其差異。 ,"17. 經由探討病毒的構造和功能之後，假如分類學者同意擴大以細胞為基礎的林奈分類系
統，以容納病毒，則下列哪些建議應屬合理？（應選 2 項）
(A)新立一個域
(B)新立一個界
(C)將它置入原核生物界
(D)將它置入細菌域
(E)將它置入古菌界"
112年學測-自然科第18題,A,甲突變株和乙突變株都比野生型小；在這些突變發生前只有野生型。  (A) (C)互交結果子代表徵為（和甲乙比較）同樣小果 ① 當甲和乙突變為隱性同型合子，只有在「甲和乙突變為同一基因」時，子代的表徵為同樣小果。 ② 當甲和乙突變為顯性同型合子，無論是「甲和乙突變為同一基因」、或是「甲和乙突變為不同基因（遺傳模式為連續性狀的多基因遺傳）」，子代的表徵都有可能為同樣小果。  (B)當甲和乙都是異型合子，子代的基因型多元，若要所有子代的果實大小全部和甲乙相同，或者是果實比甲乙小不可能。  (D) (E)互交結果子代表徵的果實比甲乙小 若甲和乙為同一基因，子代果實不可能比甲乙小。,"18. 科學家篩到了兩個突變株（甲和乙），其果實皆較野生型小。下列有關證實甲和乙突變
為同一基因的敘述，何者正確？
(A)若甲和乙皆為隱性同型合子，進行互交，得子代為同樣小果，則可證實
(B)若甲和乙皆為顯性異型合子，進行互交，得子代為同樣小果，則可證實
(C)若甲和乙皆為顯性同型合子，進行互交，得子代為同樣小果，則可證實
(D)若甲和乙皆為隱性同型合子，進行互交，得子代果實較甲乙小，則可證實
(E)若甲和乙皆為顯性同型合子，進行互交，得子代果實較甲乙小，則可證實"
112年學測-自然科第24題,BCE,依題目敘述：硝酸銨在高溫下會產生水蒸氣、氨氣及氧氣，故反應式為 2NH4NO3(s) → 4H2O(g)＋2N2(g)＋O2(g) (A)硝酸銨的路易斯結構如下： 結構中具有 4 個 N－H 與 3 個 N－O 共價鍵（共振後），但是硝酸銨的組成主要為銨離子 NH4＋ 以及硝酸根 NO3－，硝酸銨不是分子物質，而是屬於離子化合物。 (B)依據題意：「……長期使用硝酸銨會導致土壤酸化。」可推知硝酸銨本質應呈酸性，故硝酸銨水溶液中 [H＋]＞[OH－]，故 (B)正確。 (C)依據題目敘述：「硝酸銨因含氮量高，常被用來製造化肥……」表示硝酸銨可幫助植物製造核酸、蛋白質，故 (C)正確。 (D)硝酸銨爆炸的反應：2NH4NO3(s) → 4H2O(g)＋2N2(g)＋O2(g)，此反應從化合物分解產生元素物質，可推知此為氧化還原反應。NH4NO3 反應產生 N2，其中 NH4＋ 與 NO3－，一個脫去 H，另一個脫去 O，表示一個發生氧化、一個還原，因此並非所有的氮原子皆被氧化。 (E)硝酸銨在高溫下進行的反應，平衡物質係數（最簡單整數）後的 總和為：2＋4＋2＋1＝9，故 (E)正確。,"24. 硝酸銨（ NH4 NO3 ）因含氮量高，常被用來製造化肥，但長期使用會導致土壤酸化。2020
年發生於黎巴嫩貝魯特港的硝酸銨爆炸事件，是因為在高溫條件下，硝酸銨會進行激烈
的反應，產生水蒸氣、氮氣以及氧氣所致。下列有關硝酸銨的敘述哪些正確？（應選 3
項）
(A)硝酸銨具有4個N−H與3個N−O共價鍵，是分子化合物
(B)硝酸銨水溶液中的[ H+ ]＞[ OH－
ˉ ]
(C)硝酸銨可幫助植物製造核酸、蛋白質
(D)硝酸銨爆炸時，進行氧化還原反應，成分中的氮皆被氧化產生氮氣
(E)硝酸銨在高溫下進行的反應，其反應式平衡後，各物種係數（為最簡整數）之和為9"
112年學測-自然科第28題,D,甲、乙、丙、戊均正確。 丁：首先推論光是電磁波的是馬克士威。 己：首先提出能量具有量子化特性的是普朗克。 ,"28. 一群學生討論物理學發展史，初步整理出下列甲～己等 6 項資料的敘述。
甲：湯姆森經由實驗發現電子的存在。
乙：拉塞福提出原子的正電荷集中在核心、電子分布在核外圍的原子模型。
丙：首先發現載有電流的導線會在其周圍產生磁場的是厄斯特。
丁：首先推論光是電磁波的是赫茲。
戊：首先由實驗發現電磁感應現象的是法拉第。
己：首先提出能量具有量子化特性的是愛因斯坦。
在上述各項敘述中，正確的為下列何者？
(A)甲丁戊 (B)乙丙己 (C)丙丁戊己 (D)甲乙丙戊 (E)甲乙丁己"
112年學測-自然科第29題,ADE,(A)(B)由於氣體易自氣壓高處向氣壓低處流動，而負壓病房內的空氣壓力比病房外為低，故病房內的空氣不易外洩。(C)健康的人與周圍環境溫度不相等時，是通過體溫調節中樞加速或抑制體熱散失以維持體溫正常，故不一定與周圍環境均處於熱平衡狀態。  (D)發燒時利用冰枕與額頭接觸，主要是將熱能自額頭傳導至冰枕藉以降溫。  (E)在量測額溫時，額頭到額溫槍之間須維持一小段距離，即能以電磁波的方式進行熱傳播。 ,"29. COVID-19 疫情於 2019 年底爆發後，為防止疫情擴散，在初步辨認是否感染病毒時，
會先以額溫槍測量額頭溫度；若有確診情形，則會將較嚴重的患者隔離於負壓病房以便
診療，並避免病毒隨空氣外洩。關於上述的防疫措施，下列敘述哪些正確？（應選 3 項）
(A)負壓病房內的空氣壓力比病房外為低，故病房內的空氣不易外洩
(B)負壓病房內的空氣壓力比病房外為高，故病房內的空氣不易外洩
(C)健康的人在體溫正常時與周圍環境必處於熱平衡狀態
(D)發燒時利用冰枕可使額頭降溫，主要是靠額頭與冰枕之間的熱傳導
(E)在量測額溫時，額頭到額溫槍之間是以電磁波的方式進行熱傳播"
112年學測-自然科第34題,E,甲：核能發電廠利用核分裂發電後，由於質量虧損轉換成能量，故反應爐內的原子總質量會比發電前少。 乙：發電廠利用核分裂發電時，鈾 235 燃料純度只約占 3 ～ 4％，故並非全部質量都可轉換為熱能而用以發電。 丙：以變壓器供電的電器，即使關機，只要變壓器接在插座上，因仍有線路電阻通有電流及鐵芯電磁感應產生之熱效應，故仍會耗電。 丁：在相同車型與行駛條件下，因車本身行駛的油耗需考慮，故兩車各載一人的燃油消耗應大於一車載兩人。 戊：相同耗電功率的 LED 燈與白熾燈泡，由於發光效率不同（LED 燈發光效率大於白熾燈泡），其發光與照明的效能不相同。 故甲、丙正確。 ,"34. 下列甲～戊為 5 個與能源有關的敘述：
甲：核能發電廠利用核分裂發電後，反應爐內的原子總質量會比發電前少
乙：發電廠利用核分裂發電時，鈾235燃料的全部質量都可轉換為熱能而用以發電
丙：以變壓器供電的電器，即使關機，只要變壓器接在插座上而通有電流就會耗電
丁：在相同車型與行駛條件下，兩車各載一人與一車載兩人的燃油消耗相同
戊：相同耗電功率的LED燈與白熾燈泡，其發光與照明的效能一定相同
在上述5項敘述中，正確的為下列何者？
(A)甲乙丙 (B)甲丁戊 (C)乙丙戊 (D)乙丁 (E)甲丙"
112年學測-自然科第37題,D,當水庫的水在到達發電機進水口時，水的重力位能減少，約可轉換為動能： mgh≒K 每單位質量所具有的動能 u_w＝K/m≒gh＝10×100＝103（J∕kg）,"煤主要作為燃料，在2020年提供了全球超過1/3的電力，但煤的使用會破壞環境，是造
成氣候變化最大的人為二氧化碳 （ 
CO2 ） 來源。為了實現巴黎協定將全球暖化控制在2℃以下的目標，從2020年到2030年，煤的使用量需要減半。利用水力以取代燃煤來發電，
是很多國家降低 CO2 排放量所採取的對策之一。
假設你被要求提出一個水力發電廠的規畫案，目標是要使它一年可達成的 CO2 減排量M 為 10^9 kg。已知水庫供水與下游水道排水都無問題，每部發電機提供電能的功率設定為 P1= 10^9 W ，水庫水面與發電機進水口的水位落差為h= 100 m
；當水庫的水在到達發電機進水口時，每單位質量所具有的動能為 uw 。表5列出的甲～己（括弧內為其符號）為規劃時需要考慮的一些參數。
表5
甲（ c1 ）燃 煤 發 電 時每 單 位 電 能耗 用 的 煤質量  乙（  c2) 單 位 質 量的 煤 發 電 時排 放 的 CO2質量丙（ mu）每 單 位 時 間流 入 發 電 機的水質量丁（ epsilon ） 發 電 機 將 水力 轉 換 為 電力的效率戊（ T ） 每 部 發 電 機每 日 發 電 的平均時間己（ N ） 安 裝 的 發 電機數目37. 依設計，預定的水位落差 h 為 100 m ，若取重力加速度 g=  10 m / s^2，則uw 約為多少 J/kg？
(A) 10^0 (B) 10^1 (C)10^2 (D)10^3 (E)10^ 4 "
112年學測-自然科第38題,B,若每部發電機都能提供預定的發電功率 P1，即每單位時間之力學能所產生之電能須維持固定，則須確保每單位時間流入發電機的水質量丙（μ），藉以控制 uw 為定值、發電機將水力轉換為電力的效率丁（ε），藉以控制力學能所產生之電能的轉換率為定值。 故答案為 ( ) B。 ,"煤主要作為燃料，在2020年提供了全球超過1/3的電力，但煤的使用會破壞環境，是造
成氣候變化最大的人為二氧化碳 （ 
CO2 ） 來源。為了實現巴黎協定將全球暖化控制在2℃以下的目標，從2020年到2030年，煤的使用量需要減半。利用水力以取代燃煤來發電，
是很多國家降低 CO2 排放量所採取的對策之一。
假設你被要求提出一個水力發電廠的規畫案，目標是要使它一年可達成的 CO2 減排量M 為 10^9 kg。已知水庫供水與下游水道排水都無問題，每部發電機提供電能的功率設定為 P1= 10^9 W ，水庫水面與發電機進水口的水位落差為h= 100 m
；當水庫的水在到達發電機進水口時，每單位質量所具有的動能為 uw 。表5列出的甲～己（括弧內為其符號）為規劃時需要考慮的一些參數。
表5
甲（ c1 ）燃 煤 發 電 時每 單 位 電 能耗 用 的 煤質量  乙（  c2) 單 位 質 量的 煤 發 電 時排 放 的 CO2質量丙（ mu）每 單 位 時 間流 入 發 電 機的水質量丁（ epsilon ） 發 電 機 將 水力 轉 換 為 電力的效率戊（ T ） 每 部 發 電 機每 日 發 電 的平均時間己（ N ） 安 裝 的 發 電機數目38. 為了確保每部發電機都能提供預定的發電功率 P1 ，需要確定表 5 中哪些參數的數值？
(A) 甲丁 (B) 丙丁 (C) 乙戊 (D) 丙戊 (E) 丁戊"
112年學測-自然科第39題,A,為估計採用水力發電以取代燃煤發電，所發每單位的電能可減少的 CO2 排放量，則須知道燃煤發電時每單位電能耗用的煤質量甲（c1），即煤燃燒效能與每單位質量的煤發電時排放的 CO2 質量乙（c2）。 上述兩項因素確定，方可估計出減少的 CO2 排放量。 ,"煤主要作為燃料，在2020年提供了全球超過1/3的電力，但煤的使用會破壞環境，是造
成氣候變化最大的人為二氧化碳 （ 
CO2 ） 來源。為了實現巴黎協定將全球暖化控制在2℃以下的目標，從2020年到2030年，煤的使用量需要減半。利用水力以取代燃煤來發電，
是很多國家降低 CO2 排放量所採取的對策之一。
假設你被要求提出一個水力發電廠的規畫案，目標是要使它一年可達成的 CO2 減排量M 為 10^9 kg。已知水庫供水與下游水道排水都無問題，每部發電機提供電能的功率設定為 P1= 10^9 W ，水庫水面與發電機進水口的水位落差為h= 100 m
；當水庫的水在到達發電機進水口時，每單位質量所具有的動能為 uw 。表5列出的甲～己（括弧內為其符號）為規劃時需要考慮的一些參數。
表5
甲（ c1 ）燃 煤 發 電 時每 單 位 電 能耗 用 的 煤質量  乙（  c2) 單 位 質 量的 煤 發 電 時排 放 的 CO2質量丙（ mu）每 單 位 時 間流 入 發 電 機的水質量丁（ epsilon ） 發 電 機 將 水力 轉 換 為 電力的效率戊（ T ） 每 部 發 電 機每 日 發 電 的平均時間己（ N ） 安 裝 的 發 電機數目39. 為了估計採用水力發電以取代燃煤發電時，其所發每單位的電能可減少的 CO2 排放量，
需要取得表 5 中哪些參數的數值？
(A) 甲乙 (B) 乙丁 (C) 甲丙 (D) 乙丁戊 (E) 甲丁戊己"
112年學測-自然科第41題,E,(A)距離地球最近的天體是金星。  (B)火星的質量約地球的 1∕10，引力約為地球的 3∕8。  (C)火星的距離較遠，表面溫度較低，水氣是以固態冰的形式儲存於地圈之中。  (D)地球的北極星位於（自轉軸指向）小熊座，火星的北極星位於（自轉軸指向）天鵝座。 ,"找尋其他適合居住的星球是科幻小說的經典題材以目前地球科技，前往太陽系外仍然困難，而在太陽系內，相較於距離地球較近的月球或金星，火星最可能成為地球之外人類長期居住的星體。以下為火星與地球的數據比較。地球 
平均繞日半徑（AU） 1 
軌道週期（地球日） 365.26
自轉週期（小時） 23.9
自轉軸傾角（度） 23.5
自轉軸指向星座 小熊座
質量（單位為地球質量） 1
直徑（單位為地球直徑） 1
表面大氣壓力（百帕） 1013
臭氧含量 較多
天體磁場 較強且全球性火星
平均繞日半徑（AU） 1.5
軌道週期（地球日） 686.98
自轉週期（小時） 24.6
自轉軸傾角（度） 25.2
自轉軸指向星座  天鵝座
質量（單位為地球質量） 0.11
直徑（單位為地球直徑）0.53
表面大氣壓力（百帕） 7.5
臭氧含量 較少
天體磁場 極弱且局部41. 如果火星成為太空移民的目標，基於已知事實，下列何者正確？
(A)是距離地球最近的天體，交通方便
(B)表面引力與地球幾乎相等，有機會以大地工程製造出厚重大氣
(C)與太陽距離適中且具有大氣，整體溫度能使水以液態方式存在於火星地表
(D)地球上的北極星和火星上的北極星是同一顆恆星，不易迷失方向
(E)自轉週期與地球相當，因此日夜溫度變化的週期與地球類似"
112年學測-自然科第42題,D,天體的顏色受到天體表面溫度的高低影響，與兩者間的距離無關，且火星的大氣層相當的稀薄，天體顏色受到大氣散射的影響極小，所以織女星的顏色不會改變。,"找尋其他適合居住的星球是科幻小說的經典題材以目前地球科技，前往太陽系外仍然困難，而在太陽系內，相較於距離地球較近的月球或金星，火星最可能成為地球之外人類長期居住的星體。以下為火星與地球的數據比較。地球 
平均繞日半徑（AU） 1 
軌道週期（地球日） 365.26
自轉週期（小時） 23.9
自轉軸傾角（度） 23.5
自轉軸指向星座 小熊座
質量（單位為地球質量） 1
直徑（單位為地球直徑） 1
表面大氣壓力（百帕） 1013
臭氧含量 較多
天體磁場 較強且全球性火星
平均繞日半徑（AU） 1.5
軌道週期（地球日） 686.98
自轉週期（小時） 24.6
自轉軸傾角（度） 25.2
自轉軸指向星座  天鵝座
質量（單位為地球質量） 0.11
直徑（單位為地球直徑）0.53
表面大氣壓力（百帕） 7.5
臭氧含量 較少
天體磁場 極弱且局部42. 在地球觀察 25.3 光年外天琴座的織女星，顏色為藍白色。試問若在火星觀察織女星，
其顏色應該最接近下列何者？
(A)黑色 (B)紅色 (C)黃色 (D)藍白色 (E)紫色"
112年學測-自然科第43題,A,(A)北回歸線的緯度與自轉軸傾角相同。 (B)雖然火星有與地球相似的季節變化，但火星的軌道週期比地球長，各季節的時間亦較長。 (C)火星距離太陽較遠，太陽潮汐力亦較小。 (D)火星當地春分時，陽光直射火星赤道，於火星赤道觀測中午時刻的太陽仰角約為 90 度。 (E) 火星的磁場和大氣層較地球弱且稀薄，抵禦太陽風或宇宙射線的能力較地球低。 ,"找尋其他適合居住的星球是科幻小說的經典題材以目前地球科技，前往太陽系外仍然困難，而在太陽系內，相較於距離地球較近的月球或金星，火星最可能成為地球之外人類長期居住的星體。以下為火星與地球的數據比較。地球 
平均繞日半徑（AU） 1 
軌道週期（地球日） 365.26
自轉週期（小時） 23.9
自轉軸傾角（度） 23.5
自轉軸指向星座 小熊座
質量（單位為地球質量） 1
直徑（單位為地球直徑） 1
表面大氣壓力（百帕） 1013
臭氧含量 較多
天體磁場 較強且全球性火星
平均繞日半徑（AU） 1.5
軌道週期（地球日） 686.98
自轉週期（小時） 24.6
自轉軸傾角（度） 25.2
自轉軸指向星座  天鵝座
質量（單位為地球質量） 0.11
直徑（單位為地球直徑）0.53
表面大氣壓力（百帕） 7.5
臭氧含量 較少
天體磁場 極弱且局部43. 與地球相比，下列有關火星的敘述，何者正確？
(A)火星表面的北回歸線，大約在北緯25度
(B)火星春夏秋冬各季節的時間比地球短
(C)火星受到更強的太陽潮汐力
(D)火星在當地春分時，於火星赤道觀測中午時刻的太陽仰角約為65度
(E)火星抵禦太陽風或宇宙射線的能力遠高於地球"
112年學測-自然科第45題,C,水溶液的酸性是以其氫離子濃度 [H＋] 來表示，亦可使用 pH 值來簡化。pH 值的定義為 pH＝－log[H＋]，即氫離子濃度 [H＋] 愈大、pH 值愈小，且 pH 值相差 1，氫離子濃度 [H＋] 相差 10 倍。 由題目敘述：「市售牛乳的 pH 值為 6.6，而乳酪的凝聚過程始於 pH＝5.3」。pH 值降低表示氫離子濃度增加。計算兩個 pH 值的氫離子濃度： pH＝6.6＝7－0.4＝7－log2.5，故 [H＋]＝2.5×10^{－7}（M） pH＝5.3＝6－0.7＝6－log5，故 [H＋]＝5.0×10^{－6}（M） 兩者相差：(5.0×10^{－6})/(2.5×10^{－7})=20，約增加 20 倍，故 (C)正確。,"乳糖與酪蛋白是牛乳中製作乳酪所需的重要成分。加入特定的微生物於牛乳中，靜置一段時間發酵，待微生物將乳糖轉化形成乳酸。在這個過程中，溫度、熟成時間和其他微量添加物（例如食鹽）都會影響乳酪的口感和味道。隨著發酵過程乳酸濃度的上升，酪蛋白會逐漸凝聚析出形成固體，是乳酪的主要成分，殘留在溶液中的蛋白質則統稱為乳清蛋白，經過加工以高蛋白營養品出售。 市售牛乳的 pH 為 6.6，而乳酪的凝聚過程始於 pH5.3。試問市售牛乳的氫離子濃度改變多少後，乳酪會開始凝聚？（log2＝0.30）
(A)增加約1.3倍 (B)增加約13 % (C)增加約20倍
(D)減少約10倍 (E)減少約10 %"
