info,answer,explanation,question
111年學測-社會科第23題,C,,"23. ◎ 美雲是單身職業婦女，獨力照顧同住的年邁母親，其餘兄弟並未分擔。近來母親失智情況惡化，她猶豫是否辭去工作照顧或聘請全天看護，但二者皆可能帶來身心與經濟壓力。美雲的困境反映我國因人口日趨老化，家屬照顧年長者的負擔也日益加重。因應上述問題，晚近政府積極改善長期照顧制度，例如：（甲）廣設日間照顧中心；（乙）改善外國籍家庭看護工引進政策；（丙）建立全國長照人員證照制度；（丁）提供直接補助給需要長照的家庭。請問：22. 據統計，2020 年澳大利亞農業缺工嚴重，導致部分農產品無人收成、處理，以 致許多農產品價格高漲。形成此現象的原因之一，為澳大利亞因應 COVID-19 疫 情而進行邊境管制，使過去占農場勞力來源高達八成的國外背包打工客，在 2020 年來澳的人數大減。若僅針對上述澳大利亞的農業發展、農產價格與背包打工客 的關係，擬定相關的全球化議題進行探究，下列哪個議題最為適合？(A)全球化與區域結盟 (B)全球化與交通革新, (C)全球化與多元文化 (D)全球化的貢獻與挑戰, (A)保障勞動參與：增加長照勞力供給以保障勞工的就業機會, (B)提倡兩性平權：確保家庭照護之責任由子女共同平均分擔, (C)促進社會安全：因應人口結構變遷以保障人民生活的尊嚴, (D)促進經濟平等：藉社會福利制度達成財富與資源重新分配"
111年學測-社會科第24題,D,,"24. 依據題文資訊，政府實際執行（甲）與（丁）政策對當年 GDP 的計算與直接影 響為何？ 25.依據題文資訊，政府改善長照制度的政策作為，何者最適合由政府委託民間執行？(A)甲政策計入政府支出，不影響GDP, (B)甲政策計入政府移轉性支付，將增加GDP, (C)丁政策計入政府支出，將增加GDP, (D)丁政策計入政府移轉性支付，不影響GDP, (A)甲 (B)乙 (C)丙 (D)丁"
111年學測-社會科第28題,C,,"28. ◎ 照片 1 是甲、乙兩種農作物的收成景象。其中甲作物的播種季節，氣溫需要在15C以上，且成長期的氣溫還要穩定上升，能維持於 20C - 30C更有助生長發育。請問：甲 ㇠照片127. 上述史料最適合作為下列哪項推論的佐證？ 長與氣溫的關係，2010年代中期甲作物在 歐洲的主要產區，最可能為下列何者？ 卯 子 丑 寅 圖5(A)基隆（雞籠） (B)萬華（艋舺） (C)淡水（滬尾） (D)大溪（大嵙崁）, (A)外國洋行已在臺灣設立並發展 (B)漢人和原住民族貿易相當熱絡, (C)農業和農產加工技術已很成熟 (D)兩岸物產可互補形成生產分工, (A)子, (B)丑, (C)寅, (D)卯"
111年學測-社會科第32題,D,,"32. ◎ 石滬是臺灣某些地區重要的文化地景，它是在高低潮間的平坦地區，利用附近的石塊堆築的半圓形或馬蹄形捕魚陷阱，其漁獲原理之一是漲潮時魚群游至被淹沒的石滬內覓食，退潮時魚群被石滬伸腳阻擋，並留置於露出海面的石滬滬房內。請問：31. 圖 6 中哪條登山步道，最可能是沿著谷地設 寅 置？ 丁 N(A)甲, (B)乙 0 0.15 0.3 KM, (C)丙 圖6, (D)丁, (A)潟湖 (B)沙嘴 (C)海階 (D)海蝕平台"
111年學測-社會科第33題,A,,"33. 依據石滬捕魚的原理，漁民為獲取最大漁獲量，設置石滬時最可能採取圖 7 中哪 種開口方向？ 滬房 2 水 深 (m) 1 伸腳 甲 ㇠ 丙 丁 陸地 圖7(A)甲 (B)乙 (C)丙 (D)丁, "
111年學測-社會科第34題,A,,"34. ◎ 1855 年清代某官僚在日記中指出：在某地區，山坡地上種滿了高粱、玉米，河中的沙洲多已開闢為田園；平地的樹木已被砍伐殆盡，偏遠地區的原始林區也已被開發。據此，他主張：亂世的根源，在於人口數量太多。追求長治久安的方法，就要透過放寬殺女嬰的禁令、發放避孕或墮胎的藥品、延後男女婚姻年齡等策略，以控制人口增加的速度。該官僚分析人口問題的成因雖然正確，但主張的減緩人口成長策略卻過於激進且不人道，並未獲得社會及各級官員認同，也未被政府採納。請問： 第 9 頁 111年學測 共 17 頁 社會考科(A)超過環境負載力上限 (B)區域互賴已超過限度, (C)原住居民已遷徙他鄉 (D)產業分工已發展成熟"
111年學測-社會科第36題,C,,"36. ◎ 圖 8 及圖 9 為兩個不同年份拍攝的臺灣某高鐵車站及其周邊地區遙測衛星影像圖，照片 2 是圖 9 中某地的實景照片。請問：甲㇠㇠高高丙丙鐵鐵車車站站丁圖8 圖9 照片235. 由該官僚主張的減緩人口成長策略判斷，其所處的時代，經濟活動最可能有何特 徵？(A)資源採集需要族群密切合作 (B)貿易活動需要精確計算能力, (C)農業生產需要大量體力勞動 (D)城市對鄰近鄉村依賴程度低, (A)甲 (B)乙 (C)丙 (D)丁"
111年學測-社會科第37題,D,,"37. 依據圖 8、圖 9 影像資訊的差異，下列對於該地區的推論，哪項最為合理？(A)中心商業區進行市地重劃, (B)農地多轉為發展休閒農業, (C)河川曾因洪患災害而改道, (D)鐵道建設早於此區的發展, "
111年學測-社會科第38題,A,,"38. ◎ 臺灣曾於民國 38 年 5 月實施戒嚴。當時由警備總部公告的《戒嚴令》第二條規定：「自同日起，除基隆、高雄、馬公三港口在本部監護之下，仍予開放，並規定省內海上交通航線（辦法另行公布）外，其餘各港，一律封鎖，嚴禁出入。」第四條也列舉處以死刑的各項「擾亂治安」行為，包括：造謠惑眾、聚眾暴動、擾亂金融、搶奪財物、鼓動學潮、破壞交通通信、妨害公眾用水及電氣煤氣事業、持有槍彈或爆裂物等。該次戒嚴歷經 38 年，直至民國 76 年始依總統令解除（圖 10）。請問： 111年學測 第 10 頁 社會考科 共 17 頁 的交通航線仍有機會從事貨物運輸的往來？(A)蘇澳－安平, (B)新竹－廈門, (C)臺中－香港, (D)花蓮－東京 圖10"
111年學測-社會科第39題,C,,"39. ◎ 臺灣曾於民國 38 年 5 月實施戒嚴。當時由警備總部公告的《戒嚴令》第二條規定：「自同日起，除基隆、高雄、馬公三港口在本部監護之下，仍予開放，並規定省內海上交通航線（辦法另行公布）外，其餘各港，一律封鎖，嚴禁出入。」第四條也列舉處以死刑的各項「擾亂治安」行為，包括：造謠惑眾、聚眾暴動、擾亂金融、搶奪財物、鼓動學潮、破壞交通通信、妨害公眾用水及電氣煤氣事業、持有槍彈或爆裂物等。該次戒嚴歷經 38 年，直至民國 76 年始依總統令解除（圖 10）。請問：39. 《戒嚴令》第二條規定最主要的目的應是：(A)禁止臺灣生產的米、糖外銷，以免發生糧荒, (B)切斷臺灣與前殖民母國日本之間的政治聯繫, (C)管制大陸地區軍民撤離來臺以穩定臺灣政情, (D)與美國共同協議以便執行圍堵共產主義政策"
111年學測-社會科第40題,B,,"40. ◎ 臺灣曾於民國 38 年 5 月實施戒嚴。當時由警備總部公告的《戒嚴令》第二條規定：「自同日起，除基隆、高雄、馬公三港口在本部監護之下，仍予開放，並規定省內海上交通航線（辦法另行公布）外，其餘各港，一律封鎖，嚴禁出入。」第四條也列舉處以死刑的各項「擾亂治安」行為，包括：造謠惑眾、聚眾暴動、擾亂金融、搶奪財物、鼓動學潮、破壞交通通信、妨害公眾用水及電氣煤氣事業、持有槍彈或爆裂物等。該次戒嚴歷經 38 年，直至民國 76 年始依總統令解除（圖 10）。請問：40. 《戒嚴令》第四條的規定，因為下列哪項理由而「違反」法治國家應遵循的法律 原則？(A)國家禁止的行為與防止擾亂治安無關, (B)國家對於違反行為不分輕重均判死刑, (C)國家只限制部分違法行為而違反平等, (D)國家以法規範事後溯及既往處罰人民"
111年學測-社會科第41題,D,,"41. 圖 10 的解除《戒嚴令》公告，同時有 3 人署名，可用以佐證我國憲政體制的何 種特徵？(A)總統為三軍統帥且國防部為行政院各部會之首, (B)總統發布命令皆須行政院長與國防部長之副署, (C)行政院長與國防部長皆須遵循總統的命令行事, (D)總統和行政院的關係及運作含有內閣制的精神, "
111年學測-社會科第42題,B,,"42. ◎ 由於網路地圖技術的革新，地圖繪製的技術不再專屬於政府和企業，非專業的民眾透過網路協作及編輯，可以參與集體建置和提供具空間分布性質的資料與地圖。以往政府提供的地圖，或企業為商業利益製作的地圖，例如 Google 等商用電子地圖服務，主要提供主流群體所需，卻未必符合某些群體的生活體驗或需求。近年來，由民眾參與的開放式電子地圖協作平台，其圖資允許所有人使用及編輯，無須付費，可以將圖資用於個人、教育、商業、政府以及其他用途，如救災資訊地圖、飲水機分布地圖等。請問： 第 11 頁 111年學測 共 17 頁 社會考科 種影響？(A)免費查詢地圖資訊可降低外部成本，提升經濟效率, (B)自由編輯地圖可滿足更多市場需求，提升經濟效率, (C)開放式地圖只有滿足特定群體需求，減少經濟效率, (D)免費的圖資降低電子地圖市場價值，減少經濟效率"
111年學測-社會科第45題,C,,"45. ◎ 一位出生於阿富汗的思想家，據聞是穆罕默德的後裔，在十九世紀後期見到當時伊斯蘭世界受到西方列強勢力入侵，伊斯蘭族群四分五裂，且當時最大的伊斯蘭帝國—鄂圖曼帝國也無法善盡保護伊斯蘭世界之責。為了讓伊斯蘭世界團結共同抵禦列強，他走訪中東、北非、歐洲各地，倡議「泛伊斯蘭主義」，嘗試建立跨宗派、地域、民族的單一伊斯蘭國度。「泛伊斯蘭主義」不是與西方對抗的軍事行動策略，也非教條儀式與民族主義，而是強調以伊斯蘭的基本信仰為普遍生活倫理規範，以此團結伊斯蘭世界並促進其政治現代化。請問：45. 依據題文資訊，下列有關該思想家主張的敘述，何者最能凸顯「泛伊斯蘭主義」 的社會規範功能？(A)對抗西方諸列強入侵的武力團結主義, (B)避免伊斯蘭世界分裂的國家民族主義, (C)重建伊斯蘭文化共同價值與集體信念, (D)教育穆斯林信徒遵守伊斯蘭宗教儀式"
111年學測-社會科第49題,D,,"49. ◎ 某國在 2015 年修改選舉法規，提高某項民意代表的女性保障席次。表 5 是修法前後兩個年度，該項民意代表選舉的比較。請問：表 5年度比較項目2014 年 2018 年選區數 207 208總席次 987 992候選人總數 2167 2286女性候選人數 359 505（占候選人總數的百分比） （16.6） （22.1）女性當選席次 176 225（占總席次的百分比） （17.8） （22.7）法定女性保障名額 99 170（占總席次的百分比） （10.0） （17.1）透過女性保障名額的當選席次 31 32（占女性當選席次的百分比） （17.6） （14.2） 第 13 頁 111年學測 共 17 頁 社會考科(A)女性當選席次的成長，主要是受惠於女性保障名額的增加, (B)女性保障名額與保障名額的當選席次，兩者具有正向相關, (C)女性保障名額當選席次變化，可證明積極平權措施的效益, (D)女性保障名額的主要效益，在於強化女性投入選舉的誘因"
111年學測-社會科第53題,B,,"53. ◎ 大量使用塑膠吸管所造成的健康與海洋生態破壞問題讓人擔憂。假定某國的民意強烈要求政府應立刻大幅度限制塑膠吸管的使用，且依據現行法律，主管機關已有充分法律授權可發布命令、訂定實施細則與開始日期，以管制塑膠吸管使用；但該機關卻認為茲事體大，仍依循該國法律對制訂行政命令的過程，預先將草案公告周知，並依法舉辦聽證，廣納各界意見，再審慎決定規定內容。請問：52. 依據題文資訊並從供需架構分析，森林野火對該國當年葡萄酒市場有何影響？ 請在答題卷表格中勾選一項變化，並說明若葡萄酒價格不變，此時供給量與需求 量之間出現的現象可稱為？（3 分，10 字內）(A)社會成本高於私人成本，從市場經濟的觀點塑膠吸管的生產數量過多, (B)社會成本高於私人成本，從整體社會的觀點塑膠吸管的生產數量過多, (C)私人成本高於社會成本，從市場經濟的觀點政府應管制塑膠吸管使用, (D)私人成本高於社會成本，從整體社會的觀點政府應管制塑膠吸管使用"
111年學測-社會科第57題,A,,"57. ◎ 經調查，臺灣在 COVID-19 疫情三級警戒時期，約 40%的企業因異地生產導致產能調配不易；約 20%的企業，其產品物流配送受阻；約 20%的企業，營運不受疫情影響；另有 20%的企業，反受疫情刺激需求而增加訂單。其中工廠據點較分散，在海外疫情熱區設有生產據點的企業，其產能調配受影響最明顯；如一些機械與電機、電子零組件及光電、車輛與金屬產業等，其零組件配送受阻比例較高，研判應是海運作業耽誤所致。為了因應疫情的衝擊，許多企業優先選擇的經營策略是：以資訊科技提供遠端客服或維運，並精簡行銷、研發等以降低營運成本。請問： 第 15 頁 111年學測 共 17 頁 社會考科 才能有效達成？(A)知識經濟發達 (B)產業群聚普遍 (C)經濟結構轉型 (D)產品規格化普及"
111年學測-社會科第62題,D,,"62. ◎ 日治時期，臺灣總督府為開發山林資源，拓殖其經濟利益，初期認為山林中的「蕃人」是阻礙開發的「凶惡之徒」，不但不承認其傳統權益，甚至用武力征伐；後期又進行大規模「集團移住」計畫，迫使各原住民部落離開其傳統生活空間，遷移到山腳地帶。部落間原有的往來因此被切斷，重新配置的部落也無法和其他部落建立合作關係，以致內部社會關係瓦解，達到總督府期待的可使原住民「舊來勢力關係中斷」。以立霧溪流域的太魯閣族群來說，集團移住的結果，不僅部落被撤離原居住地，且多數部落遭到分割，還有許多部落被嵌入布農族的傳統領域，造成賽德克族、太魯閣族及布農族混居的情況。請問：62. 題文所述總督府的支配控制及治理措施，有些仍影響至今，包括現行有關原住民 族權益的相關法制；但也有些已經因應國際人權觀念趨勢、多元文化發展而有所 改變。下列政策何者最能凸顯這樣的改變？(A)國家為國有林地所有權人，原住民得由政府機構許可取用森林資源, (B)將原住民立法委員的選舉，分為「山地」與「平地」原住民選舉區, (C)設立原住民保留地以保障原住民生計，並限制將土地轉予非原住民, (D)設有部落會議的原住民族部落，經核定後可取得公法人的主體地位"
111年學測-社會科第66題,C,,"66. ◎ 猶太教與基督教的信仰屬性，及其對「神的選民」的看法略有異同，以致二者常有紛爭。西元一世紀，猶太宗教領袖在耶路撒冷以基督教傳道者保羅褻瀆猶太教，且無法證明自己清白為由，控告保羅 羅馬並要求對其處刑。當時羅馬法律規定：非經審判，羅馬公民不得被捆綁、監禁或鞭打。保羅因具有羅馬公民身分，故要克里特島求交羅馬當局處理，於是當地耶總督在夏季末期，將保羅押送 路撒冷至羅馬審判。圖 12 為羅馬帝國 亞歷山大時期東地中海的航運路線圖， 圖12虛線為押送保羅航線，實線為地中海貿易線。請問：66. 保羅從耶路撒冷被押解去羅馬的航程中，前期與一般貿易航線類似，沿著陸地前 行，利用地形來減輕航行的障礙。若從行星風系的大氣環流角度，押解保羅的航 程沿陸地前行，最可能是為了避開哪一行星風帶或氣壓帶的影響？(A)東北信風帶, (B)極圈氣旋帶, (C)盛行西風帶, (D)副熱帶高壓帶"
