info,answer,explanation,question
111年學測-國文科第11題,B,,"記得小學四年級以前寫自己的名字是「楨」，導師說我是女生，應改成「嫃」，從此我寫自己的名字都是「嫃」。直到高中入學被一位大嬸譏笑：「連自己的名字都寫錯。」此生第一次翻看戶口名簿，果然是「媜」。可惜因多次播遷，已無任何文件可以證明我的名字曾寫成「楨」與「嫃」。日前查詢國小國中名冊，所留檔案皆是「媜」，戶政單位手抄戶籍登記簿上也是「媜」，並無改名註記。姓名乃標示「我是誰」之首端。「媜」字神祕莫測，《康熙字典》才找得到，讀音如「爭」非「真」。折騰到十七歲，字寫對了，會念了，但不知是什麼意思。……大學時上聲韻學，得知「媜」字確實念「爭」，義為「女字」，女子名字。撰聯名家張佛千先生曾以我名為題賜下一聯：「文章高詣貴在簡，女子美字古曰媜。」蘊涵勉勵之意。女子美字，既云女子有個美好的名字，又可衍義為寫得一手好字，再撮要假借為博得「文章美名」的女子，誰云不宜。貞，會意字，甲骨文字形似一口寶鼎加上一支神杖「卜」形，相合而為：依據鼎內火炙變化而察看神跡。遠古殷商，無事不占卜，貞人即卜人，卜者釋義需求正確、堅定，故衍生貞定、堅貞、貞節之辭，所指皆是不可動搖的精神境界。《康熙字典》收有「媜」字，自字面推想，从女从貞，寓意品德貞潔女子，然我更愛這麼想：一個善占卜的女巫。而「簡」本是遠古用來書寫的狹長竹片，既簡且媜，一個聚精會神觀察大鼎內火炙變化再將占卜結果寫在竹片上的女巫形象，躍然而出。（改寫自簡媜〈迷霧中，呼喚我的名字〉）右框中的六組詞語，前三組取自上文，後三組取自高中教材。其中畫底線的詞，位置都在「數詞」與「名詞」之間。關於這些詞的用法，敘述最適當的是：1.一位大嬸 2.一手好字3.一口寶鼎 4.一桿稱仔5.一船星輝 6.一碟茴香豆(A)1,2,3對於後面所接的名詞，能提供形貌的訊息(B)1,3,4意思相當於「個」，其後皆為可數的名詞(C)除了2,5外，其餘與後面的名詞間，均可加「的」(D)1,3,4,5,6若不出現，亦可清楚表達而不影響語意"
111年學測-國文科第12題,A,,雞鳴枕上，夜氣方回，因想余生平，繁華靡麗，過眼皆空，五十年來，總成一夢。……遙思往事，憶即書之，持向佛前，一一懺悔。不次歲月，異年譜也；不分門類，別志林也。偶拈一則，如遊舊徑，如見故人、城郭、人民，翻用自喜，真所謂癡人前不得說夢矣。昔有西陵腳夫，為人擔酒，失足破其甕，念無以償，癡坐佇想曰：「得是夢便好。」一寒士鄉試中式，方赴鹿鳴宴，恍然猶意非真，自嚙其臂曰：「莫是夢否？」一夢耳，惟恐其非夢，又惟恐其是夢，其為癡人則一也。余今大夢將寤，猶事雕蟲，又是一番夢囈。（張岱《陶庵夢憶‧自序》）依據上文，關於張岱撰《陶庵夢憶》，敘述最適當的是：(A)內容是對五十年人生的回憶(B)對信手拈來的寫法感到欣喜(C)常於深夜寫書，至雞鳴破曉時才肯擱筆(D)早年已悟繁華如夢，遂於書中深自懺悔
111年學測-國文科第13題,C,,雞鳴枕上，夜氣方回，因想余生平，繁華靡麗，過眼皆空，五十年來，總成一夢。……遙思往事，憶即書之，持向佛前，一一懺悔。不次歲月，異年譜也；不分門類，別志林也。偶拈一則，如遊舊徑，如見故人、城郭、人民，翻用自喜，真所謂癡人前不得說夢矣。昔有西陵腳夫，為人擔酒，失足破其甕，念無以償，癡坐佇想曰：「得是夢便好。」一寒士鄉試中式，方赴鹿鳴宴，恍然猶意非真，自嚙其臂曰：「莫是夢否？」一夢耳，惟恐其非夢，又惟恐其是夢，其為癡人則一也。余今大夢將寤，猶事雕蟲，又是一番夢囈。（張岱《陶庵夢憶‧自序》） 關於上文「腳夫」、「寒士」的敘述，最適當的是：(A)腳夫和寒士能以豁達心境待人接物(B)腳夫和寒士各有其專注執著的興趣(C)腳夫失足破甕，無法承受突發逆境，憾其非夢(D)寒士名落孫山，對於學識缺乏信心，疑其是夢
111年學測-國文科第14題,A,,甲: 人為萬物之靈，志有萬端之異。學琴學詩均從所好，工書工畫各有專長，是故咳唾珠玉，謫仙闢詩學之源；節奏鏗鏘，蔡女撰胡笳之拍，此皆不墮聰明，而有志竟成者也。若夫銀鈎鐵畫，固屬難窺；儷白妃青，亦非易事。余因停機教子之餘，調藥助夫之暇，竊慕管夫人之墨竹，紙上生風；敢藉陶彭澤之黃花，圖中寫影。庶幾秋姿不老，四座流芬，得比勁節長垂，千人共仰，竟率意而鴉塗，莫自知其鳩拙云爾！（張李德和〈畫菊自序〉）乙: 茲就詞章論，世多訾女子之作，大抵裁紅刻翠，寫怨言情，千篇一律，不脫閨人口吻者。予以為抒寫性情，本應各如其分，惟須推陳出新，不襲窠臼，尤貴格律雋雅，情性真切，即為佳作。詩中之溫、李，詞中之周、柳，皆以柔豔擅長，男子且然，況於女子寫其本色，亦復何妨？（呂碧城〈女界近況雜談〉）依據甲文，關於作者自述「莫自知其鳩拙云爾」的心態，最不可能的是：(A)無法預先了解後人對自己畫作的評價，也就不在意任何評論(B)既然有志於丹青之道，總要努力以赴，愚拙與否便毋須介懷(C)只能利用相夫教子以外的時間從事創作，故自婉言技巧尚拙(D)以率意塗抹謙稱自己的畫作，凸顯想要創作的欲望非常強烈
111年學測-國文科第15題,D,,甲: 人為萬物之靈，志有萬端之異。學琴學詩均從所好，工書工畫各有專長，是故咳唾珠玉，謫仙闢詩學之源；節奏鏗鏘，蔡女撰胡笳之拍，此皆不墮聰明，而有志竟成者也。若夫銀鈎鐵畫，固屬難窺；儷白妃青，亦非易事。余因停機教子之餘，調藥助夫之暇，竊慕管夫人之墨竹，紙上生風；敢藉陶彭澤之黃花，圖中寫影。庶幾秋姿不老，四座流芬，得比勁節長垂，千人共仰，竟率意而鴉塗，莫自知其鳩拙云爾！（張李德和〈畫菊自序〉）乙: 茲就詞章論，世多訾女子之作，大抵裁紅刻翠，寫怨言情，千篇一律，不脫閨人口吻者。予以為抒寫性情，本應各如其分，惟須推陳出新，不襲窠臼，尤貴格律雋雅，情性真切，即為佳作。詩中之溫、李，詞中之周、柳，皆以柔豔擅長，男子且然，況於女子寫其本色，亦復何妨？（呂碧城〈女界近況雜談〉）依據乙文，敘述最適當的是：(A)為推陳出新，不襲窠臼，男女皆應拋棄格律的束縛(B)詞章以閨人口吻成其本色，故男女表現宜各如其分(C)女子習寫詞章，可模仿以柔豔詩詞著稱的男性作家(D)女子創作可不忌裁紅刻翠，但直寫自己的真誠感受
111年學測-國文科第16題,C,,甲: 人為萬物之靈，志有萬端之異。學琴學詩均從所好，工書工畫各有專長，是故咳唾珠玉，謫仙闢詩學之源；節奏鏗鏘，蔡女撰胡笳之拍，此皆不墮聰明，而有志竟成者也。若夫銀鈎鐵畫，固屬難窺；儷白妃青，亦非易事。余因停機教子之餘，調藥助夫之暇，竊慕管夫人之墨竹，紙上生風；敢藉陶彭澤之黃花，圖中寫影。庶幾秋姿不老，四座流芬，得比勁節長垂，千人共仰，竟率意而鴉塗，莫自知其鳩拙云爾！（張李德和〈畫菊自序〉）乙: 茲就詞章論，世多訾女子之作，大抵裁紅刻翠，寫怨言情，千篇一律，不脫閨人口吻者。予以為抒寫性情，本應各如其分，惟須推陳出新，不襲窠臼，尤貴格律雋雅，情性真切，即為佳作。詩中之溫、李，詞中之周、柳，皆以柔豔擅長，男子且然，況於女子寫其本色，亦復何妨？（呂碧城〈女界近況雜談〉）關於甲、乙二文所蘊含的創作觀念，下列推論最不適當的是：(A)甲文的「之餘、之暇」透露出張李德和的創作並未違背傳統性別角色規範(B)乙文認為「閨人」與「柔豔」皆為女性創作本色，女性其實不必引以為非(C)甲文「志有萬端之異」與乙文「情性真切」，都從性別角度論證創作合宜性(D)乙文所舉前輩作家，較甲文所舉前輩作家更具破除當時性別刻板印象的意味
111年學測-國文科第17題,B,,甲: 人為萬物之靈，志有萬端之異。學琴學詩均從所好，工書工畫各有專長，是故咳唾珠玉，謫仙闢詩學之源；節奏鏗鏘，蔡女撰胡笳之拍，此皆不墮聰明，而有志竟成者也。若夫銀鈎鐵畫，固屬難窺；儷白妃青，亦非易事。余因停機教子之餘，調藥助夫之暇，竊慕管夫人之墨竹，紙上生風；敢藉陶彭澤之黃花，圖中寫影。庶幾秋姿不老，四座流芬，得比勁節長垂，千人共仰，竟率意而鴉塗，莫自知其鳩拙云爾！（張李德和〈畫菊自序〉）乙: 茲就詞章論，世多訾女子之作，大抵裁紅刻翠，寫怨言情，千篇一律，不脫閨人口吻者。予以為抒寫性情，本應各如其分，惟須推陳出新，不襲窠臼，尤貴格律雋雅，情性真切，即為佳作。詩中之溫、李，詞中之周、柳，皆以柔豔擅長，男子且然，況於女子寫其本色，亦復何妨？（呂碧城〈女界近況雜談〉）下列詩詞與乙文所提及的柔豔風格，最相近的是：(A)世機消已盡，巾屨亦飄然。一室故山月，滿瓶秋澗泉(B)朔雁傳書絕，湘篁染淚多。無由見顏色，還自託微波(C)灞橋雪。茫茫萬徑人蹤滅。人蹤滅。此時方見，乾坤空闊(D)游宦成羈旅。短檣吟倚閑凝竚。萬水千山迷遠近，想鄉關何處
111年學測-國文科第18題,A,,周厲王使芮伯帥師伐戎，得良馬焉，將以獻於王。芮季曰：「不如捐之。王欲無厭，而多信人之言。今以師歸而獻馬焉，王之左右必以子獲為不止一馬，而皆求於子。子無以應之，則將嘵於王，王必信之。是賈禍也。」弗聽，卒獻之。榮夷公果使有求焉，弗得，遂譖諸王曰：「伯也隱。」王怒逐芮伯。君子謂芮伯亦有罪焉。爾知王之瀆貨而啟之，芮伯之罪也。（劉基《郁離子‧獻馬》）下列文句的「厭」，與「王欲無厭，而多信人之言」的「厭」意義相同的是：(A)學而不「厭」，誨人不倦，何有於我哉(B)館人「厭」之，忍弗言。將行，贈之以狗(C)君子之道：淡而不「厭」，簡而文，溫而理(D)近世「厭」常而反古，專尚奇麗。吾為衣食所迫，不能免俗
111年學測-國文科第19題,D,,周厲王使芮伯帥師伐戎，得良馬焉，將以獻於王。芮季曰：「不如捐之。王欲無厭，而多信人之言。今以師歸而獻馬焉，王之左右必以子獲為不止一馬，而皆求於子。子無以應之，則將嘵於王，王必信之。是賈禍也。」弗聽，卒獻之。榮夷公果使有求焉，弗得，遂譖諸王曰：「伯也隱。」王怒逐芮伯。君子謂芮伯亦有罪焉。爾知王之瀆貨而啟之，芮伯之罪也。（劉基《郁離子‧獻馬》）依據上文，關於文中人物對獻馬的看法，敘述最適當的是： (A)芮季和榮夷公相同，都想從芮伯那裡獲得一匹良馬(B)榮夷公和周厲王相同，都認為芮伯不應只獻一匹馬(C)榮夷公和君子相同，都認為芮伯隱藏了其他的良馬(D)芮季和君子相同，都認為芮伯之舉使王想得更多馬
111年學測-國文科第20題,C,,甲 國定古蹟鄭崇和墓介紹（位於苗栗縣後龍鎮）: 墓始建於道光7年，規制悉依《大清會典事例》，占地廣大，氣勢宏偉，又於同治6年重修。鄭崇和生於乾隆21年，卒於道光7年。康熙年間，始祖鄭懷仁自福建漳州遷入金門（浯江）。乾隆40年，三世長子鄭國周率四弟國唐、五弟國慶及國唐四子崇和來臺，定居後龍。鄭崇和少時好讀書，但屢試不第，後來捐為監生。他先在後龍教書，後遷至竹塹。鄭家因從事土地開墾，遂成為竹塹鉅富。鄭崇和生活儉約，厚待親族，也留心公共事務，濟助鄉里，義行深受肯定，去世後即獲朝廷同意入祀鄉賢祠。鄭崇和先是收養大哥鄭崇聰之子用鍾，後生三子：用錫、用錦、用銛。用鍾雖無功名，但以經營實業著稱。用錦是秀才，用銛是歲貢生，用錫是道光3年進士，官至禮部員外郎。鄭崇和父以子貴，去世後也獲誥贈。鄭崇和之妻卒於道光25年，原葬寶斗仁山，後移葬與鄭崇和同穴。在臺灣現存古墓中，鄭崇和墓規模僅次於嘉義王得祿（一品官）墓，與新竹鄭用錫墓相似。乙鄭崇和臨終前交代: 作善降祥，作惡降殃，天之理也。吾見今人受祖父生前蔭庇，歿後又妄信風水，乞靈枯骨，不亦慎乎﹖吾歿後，爾輩勿惑堪輿家言，貪尋吉地，為福利計。吾後龍山中田有老屋地焉，營而葬之，吾願足矣。將來為吉為凶，爾輩自取之，何與墳塋？丙 《古蹟指定及廢止審查辦法》第二條: 古蹟之指定，應符合下列基準之一：一、具高度歷史、藝術或科學價值者。二、表現各時代營造技術流派特色者。三、具稀少性，不易再現者。國定古蹟之指定基準，係擇前項已指定之古蹟中較具重要、保存完整並為各時代或某類型之典範者。墓碑部分文字: 皇清誥贈二通品奉夫大人夫顯祖妣考鄭祀門鄉陳賢太祠夫鄭人公合葬佳城四大房孫男如如如如蘭雲梁椿等重修依據資料甲，下列關於鄭崇和的敘述，最適當的是：(A)十九歲時，隨祖父、父親、叔叔遷居後龍(B)生前即因兒子們功名有成，晉升為通奉大夫(C)長子由大房過繼，是鄭家家業發達關鍵人物之一(D)妻子姓陳，仙逝較早，故於鄭崇和過世後才同葬
111年學測-國文科第21題,D,,甲 國定古蹟鄭崇和墓介紹（位於苗栗縣後龍鎮）: 墓始建於道光7年，規制悉依《大清會典事例》，占地廣大，氣勢宏偉，又於同治6年重修。鄭崇和生於乾隆21年，卒於道光7年。康熙年間，始祖鄭懷仁自福建漳州遷入金門（浯江）。乾隆40年，三世長子鄭國周率四弟國唐、五弟國慶及國唐四子崇和來臺，定居後龍。鄭崇和少時好讀書，但屢試不第，後來捐為監生。他先在後龍教書，後遷至竹塹。鄭家因從事土地開墾，遂成為竹塹鉅富。鄭崇和生活儉約，厚待親族，也留心公共事務，濟助鄉里，義行深受肯定，去世後即獲朝廷同意入祀鄉賢祠。鄭崇和先是收養大哥鄭崇聰之子用鍾，後生三子：用錫、用錦、用銛。用鍾雖無功名，但以經營實業著稱。用錦是秀才，用銛是歲貢生，用錫是道光3年進士，官至禮部員外郎。鄭崇和父以子貴，去世後也獲誥贈。鄭崇和之妻卒於道光25年，原葬寶斗仁山，後移葬與鄭崇和同穴。在臺灣現存古墓中，鄭崇和墓規模僅次於嘉義王得祿（一品官）墓，與新竹鄭用錫墓相似。乙鄭崇和臨終前交代: 作善降祥，作惡降殃，天之理也。吾見今人受祖父生前蔭庇，歿後又妄信風水，乞靈枯骨，不亦慎乎﹖吾歿後，爾輩勿惑堪輿家言，貪尋吉地，為福利計。吾後龍山中田有老屋地焉，營而葬之，吾願足矣。將來為吉為凶，爾輩自取之，何與墳塋？丙 《古蹟指定及廢止審查辦法》第二條: 古蹟之指定，應符合下列基準之一：一、具高度歷史、藝術或科學價值者。二、表現各時代營造技術流派特色者。三、具稀少性，不易再現者。國定古蹟之指定基準，係擇前項已指定之古蹟中較具重要、保存完整並為各時代或某類型之典範者。墓碑部分文字: 皇清誥贈二通品奉夫大人夫顯祖妣考鄭祀門鄉陳賢太祠夫鄭人公合葬佳城四大房孫男如如如如蘭雲梁椿等重修依據資料甲、乙，下列關於鄭崇和墓的敘述，最適當的是：(A)鄭崇和雖自認深受祖先陰宅風水庇蔭而富裕，但不願子孫迷信擇地求福之說(B)鄭用錫等雖按鄭崇和遺願將其葬於老家山中，但鄭如椿等仍另外擇吉地遷葬(C)最初形制簡約，後因鄭用錫中進士並授官，始據《大清會典事例》擴大規模(D)「祀鄉賢祠」記於墓碑，可見既是當時官方認可功績，家族也視為無上光榮
111年學測-國文科第22題,D,,甲 國定古蹟鄭崇和墓介紹（位於苗栗縣後龍鎮）: 墓始建於道光7年，規制悉依《大清會典事例》，占地廣大，氣勢宏偉，又於同治6年重修。鄭崇和生於乾隆21年，卒於道光7年。康熙年間，始祖鄭懷仁自福建漳州遷入金門（浯江）。乾隆40年，三世長子鄭國周率四弟國唐、五弟國慶及國唐四子崇和來臺，定居後龍。鄭崇和少時好讀書，但屢試不第，後來捐為監生。他先在後龍教書，後遷至竹塹。鄭家因從事土地開墾，遂成為竹塹鉅富。鄭崇和生活儉約，厚待親族，也留心公共事務，濟助鄉里，義行深受肯定，去世後即獲朝廷同意入祀鄉賢祠。鄭崇和先是收養大哥鄭崇聰之子用鍾，後生三子：用錫、用錦、用銛。用鍾雖無功名，但以經營實業著稱。用錦是秀才，用銛是歲貢生，用錫是道光3年進士，官至禮部員外郎。鄭崇和父以子貴，去世後也獲誥贈。鄭崇和之妻卒於道光25年，原葬寶斗仁山，後移葬與鄭崇和同穴。在臺灣現存古墓中，鄭崇和墓規模僅次於嘉義王得祿（一品官）墓，與新竹鄭用錫墓相似。乙鄭崇和臨終前交代: 作善降祥，作惡降殃，天之理也。吾見今人受祖父生前蔭庇，歿後又妄信風水，乞靈枯骨，不亦慎乎﹖吾歿後，爾輩勿惑堪輿家言，貪尋吉地，為福利計。吾後龍山中田有老屋地焉，營而葬之，吾願足矣。將來為吉為凶，爾輩自取之，何與墳塋？丙 《古蹟指定及廢止審查辦法》第二條: 古蹟之指定，應符合下列基準之一：一、具高度歷史、藝術或科學價值者。二、表現各時代營造技術流派特色者。三、具稀少性，不易再現者。國定古蹟之指定基準，係擇前項已指定之古蹟中較具重要、保存完整並為各時代或某類型之典範者。墓碑部分文字: 皇清誥贈二通品奉夫大人夫顯祖妣考鄭祀門鄉陳賢太祠夫鄭人公合葬佳城四大房孫男如如如如蘭雲梁椿等重修資料丙《古蹟指定及廢止審查辦法》為民國108年修訂版，若以資料丙審視資料甲，關於○1、○2兩項推論的研判，最適當的是：○1鄭用錫墓展現清代「營造技術流派特色」，而列為國定古蹟。○2王得祿墓的歷史價值，可能是被列入古蹟的條件之一。(A)○1、○2皆正確 (B)○1正確，○2錯誤(C)○1無法判斷，○2錯誤 (D)○1無法判斷，○2正確
111年學測-國文科第23題,C,,甲: 論語的原文: 子曰：「君子有三畏：畏天命，畏大人，畏聖人之言。小人不知天命，而不畏也，狎大人，侮聖人之言。」朱熹的解說: ○1「大人」不止有位者，是指有位、有齒、有德者。○2「畏天命」三字好。是理會得道理，便謹去做，不敢違，便是畏之也。如非禮勿視聽言動，與夫戒慎恐懼，皆所以畏天命也。○3要緊全在知上。纔知得（天命），便自不容不畏。乙: 《孟子》原文: 說大人，則藐之，勿視其巍巍然。堂高數仞，榱題數尺，我得志，弗為也；食前方丈，侍妾數百人，我得志，弗為也；……在彼者，皆我所不為也；在我者，皆古之制也。吾何畏彼哉！朱熹的解說: ○1這為世上有人把大人許多崇高富貴當事，有言不敢出口，故孟子云爾。下列敘述，不符合資料甲意旨的是：(A)君子得識天命所歸，遂謹於視聽言動(B)小人處懵然狀態，故不知且不畏天命(C)君子須知得天命，天命可知遂不可畏(D)小人不畏天命，遂輕慢位高權重之人○2《論語》說「畏大人」，此卻說「藐大人」。大人固當畏，而所謂「藐」者，乃不是藐他，只是藐他許多「堂高數仞，榱題數尺」之類。
111年學測-國文科第24題,D,,甲: 論語的原文: 子曰：「君子有三畏：畏天命，畏大人，畏聖人之言。小人不知天命，而不畏也，狎大人，侮聖人之言。」朱熹的解說: ○1「大人」不止有位者，是指有位、有齒、有德者。○2「畏天命」三字好。是理會得道理，便謹去做，不敢違，便是畏之也。如非禮勿視聽言動，與夫戒慎恐懼，皆所以畏天命也。○3要緊全在知上。纔知得（天命），便自不容不畏。乙: 《孟子》原文: 說大人，則藐之，勿視其巍巍然。堂高數仞，榱題數尺，我得志，弗為也；食前方丈，侍妾數百人，我得志，弗為也；……在彼者，皆我所不為也；在我者，皆古之制也。吾何畏彼哉！朱熹的解說: ○1這為世上有人把大人許多崇高富貴當事，有言不敢出口，故孟子云爾。○2《論語》說「畏大人」，此卻說「藐大人」。大人固當畏，而所謂「藐」者，乃不是藐他，只是藐他許多「堂高數仞，榱題數尺」之類。下列人物及其言行表現，與孟子所藐的「大人」最接近的是： 人物 言行表現(A) 鄭文公 無禮於晉，且貳於楚也(B) 項羽 （樊噲）瞋目視項王，……項王按劍而跽曰：「客何為者？」(C) 劉備 （劉備）每與臣（諸葛亮）論此事，未嘗不嘆息痛恨於桓、靈也(D) 楊素 奢貴自奉，禮異人臣。每公卿入言，賓客上謁，未嘗不踞床而見
