,info,answer,translated_questions
10,110年學測-社會科第17題,B,"Translated Question: In situations where manufacturers can trade in water pollution permits, what is most likely the reason for the continued decline in prices? (A) Whether production quantities have reached market equilibrium. (B) Whether production technology can solve externality problems. (C) Whether brands can obtain intellectual property protection. (D) Whether closing or transforming businesses entails higher opportunity costs. (A) The initial number of water pollution permits auctioned off by the government is too low. (B) Controlling water pollution is less costly and easier than originally estimated by the government. (C) Social protests against pollution have led to insufficiently lively trading in pollution permits. (D) The number of manufacturers that can make a profit by selling pollution permits is too small."
11,110年學測-社會科第19題,B,"Translated Question: In the Tang Dynasty, Emperor Taizong ordered his ministers to compile a ""Clan Register"" to determine the rankings of various surnames. After the compilation, Taizong was not satisfied, and he instructed that when the register was revised, the levels should be determined based on the current official ranks. The revised version divided the surnames into nine levels, with the royal family at the top and the consorts below them. During the reign of Emperor Taizong's son, Li Ye, a prominent official with a low social status, was unable to form an alliance with the Shandong aristocracy. He reported this to the emperor, who then issued an order that the Shandong aristocracy could not marry ""seven surnames and ten families."" The Tang Dynasty's revision of the ""Clan Register"" and the issuance of the ""Anti-Marriage Decree"" were primarily aimed at: (A) fearing that aristocratic marriages would monopolize the imperial examinations, which would lead to the monopoly of the path to officialdom. (B) preventing traditional aristocrats from using marriage alliances to suppress their social status. (C) prohibiting aristocratic marriages between relatives to avoid confusion in kinship and social relationships. (D) fearing that aristocratic marriages would lead to large-scale land grabbing, causing farmers to become homeless."
12,110年學測-社會科第21題,C,"Translated Question: In the early 20th century, a Taoist priest discovered numerous documents from the Sixteen Countries to the Northern Song Dynasty, along with many Buddhist scriptures and paintings, in a cave. The documents were written not only in Chinese, but also in Sanskrit and Tibetan. Many foreign scholars heard about it and bought a large number of artifacts. These artifacts are still stored in the national museums and libraries of England, Russia, France, and other countries. Where is this cave most likely located? (A) Shanxi (B) Liaoning (C) Gansu (D) Yunnan"
13,110年學測-社會科第22題,D,"Translated Question: Between May 1943 and July 1944, Japan and the Governorate of Taiwan mobilized and organized over two thousand Taiwanese youth, dispatching them to New Guinea, the Philippines, and Indonesia for various tasks. These Taiwanese youth most likely were: (A) serving as Kamikaze special attack forces, (B) serving as Taiwan Special Volunteer Corps, (C) working on aircraft assembly as Taiwanese juvenile labor, (D) serving as Taiwan Special Rigorous Corps, assisting military logistics."
14,110年學測-社會科第23題,C,"Translated Question: In a certain period, many scholars studied military technology and wrote books such as《Ship with Sails Illustrated》,《Gun Powder Techniques Illustrated》,《The Method of European Cannon》, and《Please Imitate the Manufacture of Gunpowder from the West》. This situation most likely reflects which kind of thought? (A) Strictly defend the border between barbarians and civilized people, (B) Promote comprehensive Westernization, (C) Learn and adapt the skills of barbarians to strengthen ourselves, (D) Expand militarism."
15,110年學測-社會科第24題,D,"Translated Question: A emperor instructed to discuss tax reduction matters, and soon a minister submitted a memorial: Our dynasty was recently short of funds due to high military expenditure. It is suggested to postpone the tax reduction policy. However, the emperor believed that the previous large-scale rebellions in Yunnan, Guizhou, Guangxi, and Sichuan had caused great damage to the local economy, leading to financial shortfalls. Now that the chaos has been put down, the population is increasing, and abandoned lands are being cultivated, the country's needs are met. Therefore, it is time to give the people a break, and the decision to reduce taxes still stands. This situation is most likely: (A) after Emperor Taizong of the Tang Dynasty led campaigns to places like Goguryeo, (B) after Emperor Songzong of the Song Dynasty signed a treaty with the Jin Dynasty, (C) after Emperor Wuzong of the Ming Dynasty initiated the Yongle Project, (D) after Emperor Shenzong of the Qing Dynasty suppressed the Three Princes' Rebellion."
16,110年學測-社會科第25題,B,"Translated Question: In which of the following years is it most likely that a country attempted to force another country to submit and protect its own economic development by prohibiting all goods from the latter country from disembarking in Europe? (A) 1651: Britain enacted the Navigation Act, blocking Dutch trade activities. (B) 1806: Napoleon launched a blockade against Britain to exert pressure. (C) 1917: Germany launched unrestricted submarine warfare and blockaded Britain. (D) 1941: The United States declared war on Germany and blocked German trade."
17,110年學測-社會科第26題,C,"26. In October 1949, the PLA concentrated its naval forces to attack Kinmen, but was repulsed by the defending forces. In March 1950, the PLA amassed a large number of troops and used a ""thousand-ship attack"" tactic to attack Hainan Island, forcing the Nationalist forces to retreat; by May 31st, they had captured the Wanshan Archipelago in Guangdong. The PLA originally planned to launch another attack on Kinmen shortly thereafter, but the plan was canceled shortly after. The most likely reason for this is: (A) The PLA's military equipment and ships were limited, and could no longer bear the burden of prolonged warfare. (B) The PLA was concerned about the strong forces on Kinmen Island and preferred to avoid battle to maintain achievements. (C) The outbreak of the Korean War led the United States to announce that it would dispatch the Seventh Fleet to assist in Taiwan's defense. (D) Taiwan implemented martial law, and the PLA switched to psychological warfare to undermine the Nationalist forces."
18,110年學測-社會科第27題,A,"27. In the early 18th century, a French missionary in China described the area he was in as a plain in the mountains, densely populated, with many rich people. This area had been an important industrial city since around AD 1000, with 3,000 workshops, products not only supplied all over China but also exported to the world. The missionary detailed the making process of the products, enabling Europeans to eventually replicate them successfully. The industry he described is most likely: (A) porcelain making in Jiangxi, (B) silk products in Hangzhou, (C) Wuyi tea from Fuzhou, (D) medical herbs from Guangdong's coastal areas."
19,110年學測-社會科第28題,A,"Translated Question: In 1720, a commercial organization in a certain place established a ""code of conduct"" with the following content: The Han and foreign merchants are treated equally, and merchants of various trades should trade with foreign merchants, jointly setting prices. Those who act separately are to be punished. When merchants from other places or provinces come to the province to trade with foreign merchants, the local merchants should coordinate the prices with them to ensure a fair selling price; those who set prices on their own or secretly purchase goods are to be punished. Which group is most likely to have formulated this document? (A) Guangzhou Merchant Guild (B) Lukang Merchants (C) Hong Kong Colonial Government (D) Tianjin Commissioner of Commerce"
20,110年學測-社會科第30題,A,"30. A memorial plaque on the Thames River in London states that the area was once the site of a commercial group. This commercial group, which gradually formed in the 13th century, traded in the North Sea and the Baltic Sea, and along the main rivers such as the Thames, Rhine, and Loire, entering inland trade. The commercial routes even reached Russia. This commercial group also had a military force and established administrative institutions in many places. What is the most likely group in this case? (A) The Hanseatic League, dominated by German merchants, (B) the Venetian merchant community active in the Mediterranean, (C) the English merchant-dominated Buh Club, (D) the Dutch East India Company, which operated in Asia."
21,110年學測-社會科第31題,A,"Translated Question: A minister reported to the emperor that the court had not moved the people to guard the imperial tomb for thirty years, and that in the Eastern Region, many rich people were buying fertile land and hiring poor people to farm it. He suggested continuing to promote migration, so that the rich would move to the imperial tomb area near the capital, strengthening the capital and weakening the royal nobles. This policy was blocked by local warlords and opposed by the ruling dynasty's promotion of filial piety, making it difficult to implement. This most likely happened in: (A) the Han Dynasty, which valued Confucianism, (B) the Eastern Jin Dynasty, which focused on the south, (C) the Tang Dynasty, which favored Hu culture, (D) the Song Dynasty, which promoted the civil service examination system."
22,110年學測-社會科第32題,A,"32. At some point in time, someone recorded their experiences while traveling in China: Chinese characters differ from Western characters in that they are vertically written and consist of specific symbols, rather than being composed of letters. People from neighboring nations are also familiar with them. When visiting a Chinese home, a reddish-colored hot drink made from a bitter herb is usually served, which has a medicinal flavor. This drink is called tea. This record is most likely from: (A) Jesuits who came to China in the 16th century to preach and began to understand Chinese culture, (B) the Manchu royal family who ruled China in the 17th century and experienced the daily life of Beijing, (C) Vietnamese envoys who came to China in the 18th century to pay tribute and explored the Chinese customs and way of life, (D) British merchants who came to China in the 19th century to do business and saw strange and unique things."
23,110年學測-社會科第33題,C,"33. In the context of the COVID-19 pandemic, Taiwanese citizens returning from abroad must comply with the ""Electronic Fence Intelligent Monitoring System"" for home quarantine. The CDC sends the phone numbers of those under monitoring to telecom operators daily, who then upload the phone location data to an electronic platform. When the monitored individuals leave the area defined by the system, the system automatically sends a ""warning text message"" to the individuals and the first-line monitoring authorities. This preventive method mainly combines which of the following geospatial technologies? (A) Alpha (B) Beta (C) Gamma (D) Delta"
24,110年學測-社會科第34題,D,"Translated Question: Taiwan CPC sets oil tanker dedicated wharves in Kaohsiung, Taichung, and New Taipei City to transport imported crude oil to its petrochemical factories for processing, producing products such as ethylene, propylene, styrene, benzene, xylene, and diethyl ether. Based on this information, where is it most likely that Taiwan CPC established its petrochemical plants domestically? (A) Technological (B) Labor (C) Energy (D) Market"
25,110年學測-社會科第35題,B,"35. Graph 1 shows the number and proportion of elderly people employed in all industries in a certain country from 2003 to 2015. Based on the population employment structure implied in the graph, which measures are most likely to be taken by the country to address the population issues? (A) Encourage birthrate (B) Extend the duration of compulsory education (C) Increase the threshold for foreign immigration (D) Expand childcare-friendly environments."
26,110年學測-社會科第37題,A,"37. Graph 2 shows the annual average sediment concentration data for seven hydrometeorological stations along a river in China. There is a clear difference between the upper, middle, and lower reaches of the river in terms of sediment concentration. What factor is most closely related to the cause of this difference? (A) The groundwater environment in the middle and lower reaches of the river is different from that in the upper reaches. (B) The average annual precipitation in the middle and lower reaches is less than that in the upper reaches. (C) The urban pollution level in the middle and lower reaches is more serious than that in the upper reaches. (D) The frequency of sandstorms in the middle and lower reaches is higher than that in the upper reaches."
27,110年學測-社會科第38題,D,"38. ◎ Map 3 shows the topography of Miaoli County's Shuangliao River in 1904 and 2001. The areas covered by both maps are the same. During this period, a section of the Shuangliao River was straightened, causing the right-bank area on this section to change from a right-bank area to a left-bank area after the river was diverted. Please answer the following question: Taiwan Land Survey (1904) Formosa Land Survey (2001) Map 3 110th Grade Exam College Entrance Exam Social Science Section Page 10 of 19 [A] Aquaculture Zoning (B) Historic Street Preservation Zone (C) Volcanic Ecological Protection Zone (D) Urban Planning Residential Zone"
28,110年學測-社會科第39題,D,"Translated Question: What is most likely to happen after a river is diverted? (A) The flow of the river will increase, (B) Erosion baseline will shift, (C) The amount of sediment deposition will increase, (D) The erosive power of the river will increase."
29,110年學測-社會科第40題,B,"40. * In Figure 4, there is a climate zone map of a certain country. Please answer: Which of the following regions has been developing aquaculture by tapping into deep groundwater, but is now endangering local cattle farming due to high salt content? (A) A (B) B (C) C (D) D"
30,110年學測-社會科第41題,B,Translated Question: Which of the following ocean currents most closely resembles the temperature and properties of the ocean current that flows through the country's western waters? What kind of population factor undergoes rapid change? (A) Kuroshio (B) Humboldt Current (C) Gulf Stream (D) North Atlantic Current. (A) Lower birth rate (B) Lower death rate (C) Increased immigration (D) Increased emigration.
31,110年學測-社會科第45題,C,"Translated Question: According to the passage, what feature of Major League Baseball teams is most likely related to the attractiveness of joining them? (A) Traffic convenience varies, with large cities having shorter commute times. (B) Population structure differences, with large cities having a higher proportion of working-class fans. (C) Urban tier differences, with large cities typically having a higher GDP. (D) Internal structures differ, with large cities having more efficient land use zoning."
32,110年學測-社會科第46題,C,"Translated Question: Why did the government on page 13 of the test take action regarding patent rights for anti-AIDS drugs held by international pharmaceutical companies? (A) The government ordered multiple manufacturers to join the production line, resulting in waste of production resources. (B) Compulsory licensing is a form of government intervention that causes major losses for international pharmaceutical companies. (C) Intellectual property rights make many patients unable to afford drug prices, reducing the number of transactions in the market. (D) The disagreements between international pharmaceutical companies and developing countries have escalated, consuming international arbitration resources."
33,110年學測-社會科第47題,D,"Translated Question: Which group of countries in the following distribution maps might consider adopting compulsory licensing due to the high prevalence of the disease among adults and high mortality rate in the text? (A) (B), (C) (D), (A) and other umbrella shops compete on price to maintain a stable profit, (B) attempt to increase transaction volume by reducing price, (C) hope to avoid market disruption due to weather uncertainty through price adjustment, (D) try to increase market supply on sunny days to establish a new equilibrium point."
34,110年學測-社會科第51題,D,"Translated Question: The passage mentions that coffee is grown on the Deccan Plateau in India and that it was introduced in the 17th century by a religious ascetic who brought seeds back from Yemen while fulfilling his religious obligation. European colonizers transported Indian-produced coffee beans back to their homelands via sea route. During the long journey, the beans were exposed to moist monsoon winds, creating a unique flavor that was popular with consumers. In the 19th century, as maritime transportation technology improved and new shipping routes were opened, the journey time shortened, and the unique flavor was lost. To recreate this flavor, coffee merchants established wind-drying facilities called ""monsoon malabs"" near the coffee-producing regions. Which of the following new shipping routes is most likely referred to in the passage? (A) English Channel (B) Malacca Strait (C) Panama Canal (D) Suez Canal"
35,110年學測-社會科第53題,A,"Translated Question: In order to build the capital, a country collects materials from its ruled areas, including: pine forest wood from Lebanon; silver and copper from Egypt; ivory from India. Please answer the question: Where is the Malabar Coast most likely located on Map 6? (A) Alpha (B) Beta (C) Gamma (D) Delta (A) Persian Empire (B) Roman Empire (C) Frankish Kingdom (D) German Empire"
36,110年學測-社會科第56題,C,Translated Question: [question in english]  57. What is the most likely reason for the Roman's interest in a product imported from India? (A) Silver (B) Gold (C) Copper (D) Iron)
37,110年學測-社會科第59題,A,110年學測第16頁社會考科共19頁，請問在哪個環節內的自然要素發生變化，使得晚疫病快速傳播蔓延，造成馬鈴薯廢耕，而使整個系統運作出現崩壞現象？(A)Input (B)Process (C)Output (D)Feedback
38,110年學測-社會科第62題,A,"Translated Question: At the time, missionaries recorded various unique geographical phenomena in the above-mentioned province. These phenomena are most likely to include: (A) typhoons (alpha), (B) dust storms (delta), (C) tornadoes (beta), (D) earthquakes (gamma)."
39,110年學測-社會科第64題,C,"64. Many countries may ban popular songs for various reasons. For example, in Taiwan, in the 1930s, Hoklo folk ballads became popular as a source of inspiration for new songs. There were many expensive music halls in Ximending and Daan District at the time. However, some songs were later banned by the government because they were too realistic and could undermine public sentiment. In the 1950s, the Executive Yuan formulated the ""Regulations for the Management of News, Magazines, and Books during the Martial Law Period in Taiwan Province"" under the Martial Law Act, and began to control popular culture, mainly by the Military Security Administration. For example, The Beatles' song ""Revolution"" was banned because ""the content is inappropriate, confusing, and endangering social order."" Until the 1970s, the prohibition business was transferred to the News Agency, and it was reported that at that time, about one-sixth of the songs were banned because they did not pass the review. In the 1980s, most songs were approved, and the number of banned songs decreased significantly. Facing the review system, musicians still dared to criticize the current situation through popular songs. There was once a foreign singer who sang, ""This is the best of times, so the people don't need freedom,"" which was banned. A music critic pointed out that the lyrics literally said that the government improved the economic growth rate, making the ruling able, and therefore the people didn't need freedom, but the actual meaning was a parody of the government, trying to cover up its one-party rule with economic achievements. Songs with critical messages, such as this one, were often overlooked because they were not part of the mainstream culture, but some songs were very popular and even inspired a spirit of rebellion during certain periods. Please answer: 63. From the perspective of human rights protection and the rule of law, regarding the regulations and phenomena of banning songs during the martial law period, which of the following comments is correct? (A) The prohibition orders of the Military Security Administration were based on government laws and administrative regulations, in line with the rule of law (B) The government's ban on ""Revolution"" violated the principle of proportionality, and only fines were considered appropriate in accordance with the rule of law ("
40,110年學測-社會科第65題,C,"Translated Question: In a certain period, a popular music movement expressed dissatisfaction with the status quo, even sparking a spirit of rebellion, defiance, and confusion in the society, leading to a trend for change. Which of the following best fits this situation? (A) 1910s, using folk songs to criticize popular culture (B) 1940s, using Taiwanese songs to protest the Pacific War (C) 1960s, using rock music to promote the anti-Vietnam War movement (D) 1990s, using Mandarin songs to express a pro-Nationalist stance"
41,110年學測-社會科第67題,B,"67. In 1938, the Taiwan Governorate initiated the ""Temple Improvement Movement,"" demolishing various temples, including the Mazu Temple, and prohibiting Mazu pilgrimage activities. However, Taiwanese faith in Mazu remained unshaken. After World War II, people rebuilt the destroyed Mazu Temple and began to restore pilgrimage activities, with the most famous being the Daan Mazu Pilgrimage. In recent years, the government has actively invested resources, combined with local strength, to let more people understand the full picture of the Mazu pilgrimage culture and has connected it with tourism activities, attracting tourists to experience it. Tourists often take photos along the way, but to distinguish where each photo was taken, you need to first obtain the topographical data of those areas and convert the implied shooting location information into geographic coordinates (latitude and longitude) points of data through GIS analysis steps. Please answer the following question: 66. Picture 8 is a bird's-eye view of the market in a part of Taipei in the 1930s, and Picture 9 is a simplified diagram of the internal space structure of the city based on the main land use patterns at that time. The text mentions a concert hall. Where in Picture 9 is it most likely located? (A) Section A (B) Section B (C) Section C (D) Section D. (A) To actively debunk superstitions (B) To promote the assimilation movement, (C) To set up many public schools (D) To change it into a military base."
42,110年學測-社會科第68題,C,"68. There is a debate among scholars about the relationship between faith and governance. Some argue that the changes in the Pujiang Cultural Festival, as described in the text, are closely related to the protection of cultural rights and the realization of multiculturalism. What does this argument most likely mean? (A) The reconstruction of temples and the resumption of religious activities after the war have helped promote multiculturalism in Taiwan. (B) The Temple Improvement Movement was a local cultural revival policy, allowing the government to effectively promote certain cultures. (C) The government's investment in local communities to let them speak for their own culture has helped preserve and pass on different cultures. (D) Taiwan's culture revolves around the Mazu faith, and both the colonial government and the current government have used this to smooth their rule."
43,110年學測-社會科第69題,A,"Translated Question: Which of the following GIS analysis steps, when performed by the visitor, would most directly yield the desired information? (A) Overlay the points of the photos with the polygon data of each administrative region. (B) Calculate the nearest distance between the photo points and each administrative region. (C) Calculate the view range of the photo points and then overlay the administrative region's polygon data. (D) After buffer analysis of the photo points, overlay the polygon data of each administrative region."
44,110年學測-社會科第70題,A,"Translated Question: According to research, Hakka people in Taiwan primarily migrated from the hinterlands of Guangdong and Fujian, settling in the hills, tablelands, or foothill plains of the north and south. Since 2002, the Executive Yuan's Hakka Affairs Council has been hosting the ""Hakka Sinobulbus Festival"" in certain areas with a high Hakka population. This event is organized through a partnership between central and corporate entities and local communities, achieving policy outcomes that benefit the clientele region economically and strengthens the local Hakka community's sense of identity. What is the closest relationship on page 19 of the 110th college entrance exam? (A) Traditional lifestyle, (B) Classification battle results, (C) Irrigation ditch distribution, (D) Impact of the pawnshop system"
45,110年學測-社會科第71題,B,"Translated Question: According to the passage, the ""Hakka Miaoli Festival"" organized by the Hakka Affairs Council is most likely the practical implementation of which concept? (A) Local self-governance, (B) Local governance, (C) Decentralization, (D) Global localization."
46,110年學測-社會科第72題,C,"Translated Question: When hosting the Buddleia Festival, what kind of weather situation is the organizer most concerned about that may affect the activity? (A) (B), (C) (D), 996"
