,info,answer,translated_questions
16,111年學測-國文科第17題,B,"Translated Question: Regarding the two texts, it is often said that women's works focus on describing red and green, expressing complaints and feelings of love. The author believes that expressing one's nature should vary, as long as it is innovative and not repetitive. The most similar style to the one described in the text is: (A) The weaving has stopped, and the shuttle floats freely. The moonlight in the empty room, the spring water in the Autumn valley (B) The message of the migratory birds is lost, and the Xiuyun towel is wet with tears. There is no way to see colors, and only the microwave halo can be relied on (C) The snow on the Ning Bridge. In the vast expanse of the world, the human traces are erased. Erased. At this time, you can see the vast expanse of the universe, and the vast expanse of the universe (D) The official's journey has been restricted. The pavilion is lonely and upright. Ten thousand waters and mountains are distant and unclear, and the thoughts of the hometown are reflected."
17,111年學測-國文科第18題,A,"Translated Question: In the passage from Lü Buwei's Ruling of the States, it says, ""King Zhuang wanted to obtain excellent horses to offer to the king. Lü Buqi said, 'It would be better to donate them.' The king has no limits to his desires and relies too much on the advice of others. If you offer horses as a teacher now, the king's officials will surely say that your horses are not just one horse, and they will all ask for horses from you. You can't meet their demands, and then you will argue with the king, and the king will believe you. This is a disaster for merchants."" Lü Buqi's advice was not heeded and eventually he offered the horses as a gift. Later, the king ordered an attack on Lü Buqi. The gentlemen thought Lü Buqi also had faults. Do you know that the king's extravagance and that Lü Buqi led him into it? (A) Never stop learning and never be tired of teaching others. What about me? (B) Record what others have said, but do not speak. I will send you a dog as a gift. (C) The gentleman's way: not too much and not too little, subtle and refined, warm and orderly. (D) In recent times, the habit of imitating ancient styles has become popular, with a strong emphasis on the strange and unusual. I am forced by the needs of food and clothing, and cannot help but follow the trends."
18,111年學測-國文科第19題,D,"Translated Question: According to the passage, what is the most appropriate description of the views of those on the offering of horses? (A) Ruzi and Jingju Gong both wanted to get a horse from Ruzi (B) Jingju Gong and Zhou Dingwang both thought Ruzi should not offer only one horse (C) Jingju Gong and the gentlemen both thought Ruzi was hiding other good horses (D) Ruzi and the gentlemen both thought that the King would want more horses"
19,111年學測-國文科第20題,C,甲. 國定古蹟鄭崇和墓簡介（位於苗栗縣後龍鎮）：墓址建於道光7年，按照《大清會典事例》的規制，佔地廣闊，氣勢宏偉，又於同治6年重修。鄭崇和生於乾隆21年，卒於道光7年。康熙年間，始祖鄭懷仁自福建漳州遷入金門（浯江）。乾隆40年，三世長子鄭國周率四弟鄭國唐、五弟鄭國慶和崇和來臺，定居後龍。鄭崇和少時好讀書，但屢試不第，後來捐為監生。他先在後龍教書，後遷至竹塹。鄭家因從事土地開墾，遂成為竹塹鉅富。鄭崇和生活儉約，厚待親族，也留心公共事務，濟助鄉里，義行深受肯定，去世後即獲朝廷同意入祀鄉賢祠。鄭崇和先祖收養大哥鄭崇聰之子用鍾，後生三子：用錫、用錦、用銛。用鍾雖無功名，但以經營實業著稱。用錦是秀才，用銛是歲貢生，用錫是道光3年進士，官至禮部員外郎。鄭崇和父以子貴，去世後也獲誥贈。鄭崇和之妻卒於道光25年，原葬寶斗仁山，後移葬與鄭崇和同穴。在臺灣現存古墓中，鄭崇和墓規模僅次於嘉義王得祿（一品官）墓，與新竹鄭用錫墓相似。乙鄭崇和臨終前交代：作善降祥，作惡降殃，天之理也。吾見今人受祖父生前蔭庇，歿後又妄信風水，乞靈枯骨，不亦慎乎？吾歿後，爾輩勿惑堪輿家言，貪尋吉地，為福利計。吾後龍山中田有老屋地焉，營而葬之，吾願足矣。將來為吉為凶，爾輩自取之，何與墳塋？丙. 《古蹟指定及廢止審查辦法》第二條：古蹟之指定，應符合下列基準之一：一、具高度歷史、藝術或科學價值者。二、表現各時代營造技術流派特色者。三、具
20,111年學測-國文科第21題,D,"Translated Question: What is the most appropriate statement about the description of Zeng Zhidao's tomb? (A) Zeng Zhidao believed that he was protected by his ancestors' ancestral temple and became wealthy, but he did not want his descendants to believe in seeking good fortune through land (B) Zeng Zhidao's descendants, such as Zeng Yushi, followed Zeng Zhidao's instructions and buried him in his hometown mountain, but others still chose to move the tomb (C) The tomb's design was originally simple, but only after Zeng Yushi passed the imperial examination and held an official position, did it expand according to the Daming Palace (D) The inscription ""entrusted to the township and county gentleman's temple"" on the tombstone shows that it was officially recognized as a merit, and the family considered it an unsurpassed honor."
21,111年學測-國文科第22題,D,"Translated Question: Introduction to Zhonggong Zhaochunhe Mausoleum (located in Miaoli County Houlong): The mausoleum was built during the Daoguang 7th year, following the format of the Qing Dynasty's ""Dazasheng Zhunyue"" (《大清會典事例》), occupying a vast area, and boasting a majestic appearance. It was also renovated in the Same Treaty 6th year. Zhonggong Zhaochunhe was born in the Qianlong 21st year and passed away in the Daoguang 7th year. During the Kangxi era, ancestor Zhang Tianshin moved from Fujian Prefecture, Fuzhou Prefecture to Jinmen (Zhangjiang) with his family. In the Qianlong 40th year, his third son, Qiuguang, and his nephews Qiguang and Xingang arrived in Houlong. Zhonggong Zhaochunhe was fond of reading since childhood, but despite taking examinations multiple times, he did not achieve high scores. He later taught in Houlong and then Zhuangzhou. The Zhang family became wealthy in Hukou due to their land reclamation business. Zhonggong Zhaochunhe led a frugal life, treated his relatives generously, and was attentive to public affairs, assisting the local community and performing good deeds. He was posthumously honored with an inscription in the Confucius Temple. Zhonggong Zhaochunhe had three sons: Yongshi, Yongjin, and Yongkun. Yongshi was a merchant, Yongjin was a xiucai (a level of literati), and Yongkun was a daoguang 3rd year jinshi, eventually becoming a minister in the Libu department. Zhonggong Zhaochunhe's father was also honored posthumously. Zhonggong Zhaochunhe's wife passed away in the Daoguang 25th year, and her original burial site in Bao'an Mountain was later moved to join her husband's"
22,111年學測-國文科第23題,C,"Translated Question: In the Analects of Confucius, it is said: ""A gentleman has three fears: fearing heaven, fearing the greater number of people, and fearing the words of sages."" Zhu Xi's explanation: ○1 ""Greater number of people"" refers to those who hold high positions, wealth, and dignity. ○2 Fearing heaven means understanding the mandate of heaven and being cautious in one's actions. If one does not follow the rules of propriety, it is considered disrespectful to heaven. ○3 The key is to understand the mandate of heaven and act accordingly without daring to disobey. In the Book of Mencius, it is said: ""To respect a superior person, one should not look down on him, nor should one look at his imposing appearance. I have achieved my goals, and I will not serve food on the altar of sacrifice, nor will I have hundreds of wives and concubines. I have no fear of being on the side of the enemy."" Zhu Xi's explanation: ○1 This passage describes how some people value the high status and wealth that come with being a superior person but do not acknowledge the mandate of heaven. ○2 The phrase ""disrespecting superior persons"" in the Analects refers to not treating them with the respect they deserve, not by looking down on them, but by not respecting their imposing presence."
23,111年學測-國文科第24題,D,甲: 論語原文：子曰：「君子有三畏：畏天命，畏大人，畏聖人之言。」朱熹的解釋：1.「大人」是指有位、有齒、有德者。2. 畏天命的意思是，理解天命後，便謹慎地去執行它，不敢違犯。3. 重要的是在知識上保持謹慎。一旦了解了天命，你就不得不敬畏。 乙: 孟子原文：說大人，則藐之，勿視其巍巍然。堂高數仞，榱題數尺，我得志，弗為也；食前方丈，侍妾數百人，我得志，弗為也；……在彼者，皆我所不為也；在我者，皆古之制也。朱熹的解釋：1. 這表示有些人將大人的諸多崇高富貴視為理所當然，而不敢言。2. 《論語》中提到的「畏大人」，這裡卻說「藐大人」。大人應當敬畏，而「藐」的意思是藐視那些「巍巍然」的堂高榱題。以下哪一個人物及其言行最接近孟子所藐的「大人」？ 人物 言行表現 (A) 鄭文公 無禮於晉，且貳於楚也 (B) 項羽 （樊噲）瞋目視項王，……項王按劍而跽曰：「客何為者？」 (C) 劉備 （劉備）每與臣（諸葛亮）論此事，未嘗不嘆息痛恨於桓、靈也 (D) 楊素 奢貴自奉，禮異人臣。每公卿入言，賓客上謁，未嘗不踞床而見
24,111年學測-國文科第25題,C,"Translated Question: According to the text, what is the most appropriate description of the information provided in sections A and B? (A) The small people ridicule the adults who only have positions but lack teeth and morality. (B) These petty people specialize in ridiculing adults and disrespecting sages, so they cannot understand destiny. (C) The adults in accordance with ancient customs, as described by Confucius and Mencius, should not be ridiculed and are feared. (D) Mencius proposed to ridicule the great adults, because he had no intention of seeking a position as an adult."
25,111年學測-國文科第26題,BD,Translated Question: Which of the following pairs of words have the same meaning in both sentences? (A) 有 (B) 悉 (C) 見 (D) 內 (E) 已
26,111年學測-國文科第27題,ADE,"Translated Question: In the legal judgment text, the logical relationship between the legal provisions is formed by ""conditions"" and the ""results"" that arise from these conditions. Based on the meaning, identify the appropriate: (A) The ""condition"" in the judgment text is ""except for other agreements and holidays"" (B) Every Monday, Wednesday, and Friday are free communication times not subject to the 30-minute limit (C) Unless otherwise agreed, one party may only communicate with the child on Tuesdays, Thursdays, and Fridays (D) If Tuesdays, Thursdays, and Fridays are holidays, the time should be calculated according to the rules of Tuesdays, Thursdays, and Fridays (E) The ""condition"" constrains the ""result"" of ""every weekday from 7 to 8 pm and not more than 30 minutes per day (including holidays)""."
27,111年學測-國文科第28題,CE,"關於以下對孤崖之花的描述及其寓意，哪一個敘述是合適的：行山道上，看見崖上一枝紅花，豔麗奪目，向路人迎笑。詳細一看，原來根生於石罅中，不禁嘆異。想宇宙萬類，應時生滅，然必盡其性。花樹開花，乃花之性，率性之謂道，有人看見與否，皆與花無涉。故置花熱鬧場中花亦開，甚至使生於孤崖頂上，無人過問花亦開。拂其性，禁之開花，則花死。有話要說必說之，乃人之本性，即使王廷廟廡，類已免開尊口，無話可說，仍會有人跑到山野去向天高嘯一聲；屈原明明要投汨羅，仍然要哀號太息。古人著書立說，皆率性之作。當經濟文章無補於世時，古人也會不甘寂寞，去著小說，自有不說不快之勢。這也是屬於孤崖一枝花之類。（改寫自林語堂〈孤崖一枝花〉）(A) The flower takes root in the hard crevices of the cliff, so it can avoid wind and rain, and shine brilliantly. (B) The life cycle of the flower depends on its planting environment and method. (C) The flower attracts attention with its beauty, but not to please the passersby. (D) The opening of the flower symbolizes the dedication to offer for society, and the cliff represents the forgetting of gain and loss of personality. (E) The opening of the flower symbolizes the faithful expression of oneself, and the cliff represents the ununderstood situation by others."
28,111年學測-國文科第29題,ABC,"Translated Question: A director wants to make a historical drama set in the Song Dynasty featuring a scholar and a lady, both from bookish families. Which of the following screenwriting ideas best fits the time and narrative? (A) A historical sequence showing the female protagonist arranging《Shijing》,《Rhett Ode》,《Shi Saying New Things》, and《Duke of Zhou Collection》 to demonstrate her understanding of literary development. (B) The male protagonist cites his role model as the author of《Five Talents Master Comment》and the author of《The Lotus Sutra》, in order to express his disdain for fame and honor. (C) The female protagonist engages in a water-related dialogue with the male protagonist, in which he responds with ""To exhaust all the way, go one step higher"" in response. (D) The female protagonist quotes the lyrics of the new ballad poetry by Xuanzhi and Whitey, emphasizing the realistic satire of the times, and urges the male protagonist not to be content with just admiring the moon. (E) Having the male protagonist read《Three Kingdoms Chronicle》by the side of the river, reciting the preface of《By the River Jiang》: ""Eastward flowing Jiang River, the waves wash away the heroes"", to evoke the historical loneliness in the play."
29,111年學測-國文科第30題,ABD,"Translated Question: What best describes the structure and meaning of the following passage? (A) The author first describes the spring scenery in his eyes, then discusses the taste of wild greens, and finally expresses his feelings about the gentry, concluding with an expectation for scholars (B) The author quotes Ouyi's work to describe how wild greens, containing the essence of the earth, are more satisfying to poor scholars than food from prison (C) The passage mentions ""nobility"" twice, first as something that wild greens cannot enter and second as a criticism of the indifference of the wealthy towards the lives of ordinary people (D) The author uses the phrases ""cannot have"" and ""cannot be without"" to mean that the masses should not have this color and that the scholars must eat wild greens to return to the taste of simplicity."
30,111年學測-國文科第31題,CE,根據文章對「讀書」一事的論證和说明，最适当的摘要是：(C)以孔子和東坡为例，说明书记的关键在于不懈的研究而不是在于简单地浏览。
31,111年學測-國文科第32題,AB,閱讀能力可以說過目成誦，最是困難的時候。當我們了解了知識後，我們的心靈會迅速地捕捉到更多的信息，使我們無法應付。經過千年，誰能像孔子一樣，將閱讀變成過目成誦？《易》的韋編三絕，我估計翻過幾千百遍，微言大義，越探越出，越研越入，越往越不知所窮。即使是生岁，也需要努力學習。東坡讀書不需要兩遍，但他在翰林讀《阿房宮賦》到四鼓，仍然努力地苦讀，難道只是一過之功，就完成了嗎？只有虞世南、張睢陽、張方平，一生書中不再讀，導致佳文不足。如果只是過目成誦，又會有哪些缺陷？《史記》的一百三十篇中，以《項羽本紀》為最佳，而《項羽本紀》中，又以鉅鹿之戰、鴻門之宴、垓下之會為最佳。反復誦讀，可欣可泣，就在這幾個部分。如果整個《史記》都讀過，字字記在心，那豈不是無知的鈍漢！（鄭燮：《濰縣署中寄舍弟墨第一書》）寫信需要考慮發送人和接收人之間的身份和關係。如果按照鄭燮寫給堂弟鄭墨的情境，合適的「信封啟封詞/提稱語/結尾頌詞」是：(A) Open with respect/Your Excellency/May secure (B) Begin/Your Subordinate/May rest assured (C) Send with respect/Your Grace/May enjoy peace and security (D) Unfold with respect/As you face/May triumph and secure (E) Receive/Your Seat/May honor
32,111年學測-國文科第33題,B,"1. Translated Question: Xiaoyi reads a passage in a book: 'After the 17th century, coffee became popular in Europe, driving a coffee consumption trend, making it a mass-market beverage. European countries then began to plant coffee extensively in their colonies.' Based on this historical account, Xiaoyi infers that the coffee market price at that time should have fallen. According to market analysis, her inference is most likely based on which of the following? (A) Since coffee has become a mass-market drink, the consumption market is prone to shortages. (B) Coffee consumption demand is increasing, but the increase in supply from large-scale planting in colonies is even greater. (C) After European countries planted coffee in their colonies, it also stimulated the growth of consumption. (D) The government anticipated significant fluctuations in coffee prices and implemented price control policies. 2. Translated Question: The two passages in the text, one about a Taoist priest and another about a hidden skill, are primarily narrative in nature. Regarding the writing techniques used in these passages, which of the following best describes the appropriate narrative method? (A) The passage in paragraph A is told chronologically from beginning to end, while the passage in paragraph B is an interpolated recollection. (B) The passage in paragraph A is written in the third person, while the passage in paragraph B has the author's presence and comments on the story. (C) The passage in paragraph A uses the ""wall"" as a metaphor for learning obstacles, while the passage in paragraph B uses ""walls"" as a metaphor for challenges faced by a thief. (D) The passage in paragraph A uses the contrast between the wife's disbelief and Wang's guilt to emphasize the difficulty of the experience, while the passage in paragraph B uses the contrast between Song Clear's reluctance and the friend's lament to emphasize the loss of a valuable skill."
33,111年學測-國文科第37題,B,"Translated Question: Which of the following news items from 2021 can be seen as supporting the pessimistic outlook expressed in the text? (Select one option, worth 2 points, multiple choices) (A) 1, 3 (B) 2, 4 (C) 1, 3, 4 (D) 1, 2, 4"
