,info,answer,translated_questions
10,110年學測-國文科第11題,C,"Translated Question: Which statement best captures the main idea of the passage? (A) Even the most valuable medicines cannot revive the dead; facing life and death, one should adapt and be flexible (B) Many failures occur because people give up halfway; success is not about having everything but knowing how to handle it (C) Adapting to different situations and making appropriate decisions based on the circumstances (D) Whether something is complete or incomplete cannot be judged by appearance, but rather depends on how the individual deals with and defines it."
11,110年學測-國文科第12題,C,"Translated Question: Regarding Wang Xu's discourse on the following passage: "" 'Rongfreeze' is considered vulgar by the literary community."" Yet, Zhang Xu, the Master of the Yue-yu, the Three Chu, and the Huang Fei did not fall short of them, and said, ""Heaven-tempered, like the branches of spring bamboo and the cicadas of the east wild, all come from the grace of nature. How so?"" The truth of sorrow and joy arises from one's nature; this is the essence of poetry. (Wang Xu's Discourse on the South River School of Poetry) Which of the following best describes the most appropriate approach in this discourse? (A) Using contrast to highlight the differences in the moral character of poets (B) Using metaphorical imagery to emphasize the poets' skill in depicting insects and plants in nature (C) First describing the common evaluations, then referring to the opinions of predecessors to express one's viewpoint (D) Initially discussing the shortcomings of various schools, then summarizing the principles of poetry creation."
12,110年學測-國文科第13題,A,"Translated Question: Mr. Shi attends a friend's banquet and writes a poem: ""The sandalwood perfumes the air and the chrysanthemums bloom; they linger outside, waiting to adorn the seven-jade carriage. They are passed on, showcasing their richness and purity, and are perfect for the family's home."" Based on the meaning of the poem, which is the most suitable inscription for this banquet? (A) Jade Belt and Dragon (B) Bamboo and Orchids (C) Gentleman's Residence (D) Esteemed in Suzhou"
13,110年學測-國文科第14題,A,"Translated Question: Based on the roles in the table, deduce the relationships between characters in ancient classics. The most appropriate description is: Mentor (1 is essential), Partner (1 is essential), 1 teaches the protagonist or imparts knowledge, 2 sometimes gives the protagonist important or life-saving items, 3 not limited by age, may also be ordinary or unworthy people, 1 is loyal to the protagonist and can be trusted, 2 shares the same goal with the protagonist but is of lower status or ability, 3 sometimes questions the protagonist, provides suggestions in conflicts. (A) In ""Shiji"" (Records of the Historian's Researches), Sun Shuang is a companion of Liu Bei. (B) In the ""Chu Ci"" (Anthology of Ancient Verse), the fisherman is Qu Yuan's mentor. (C) In ""Hong Lou Meng"" (Dream of the Red Chamber), Wuxian is a partner of Lin Daiyu. (D) In ""Ran Ying Wai Shi"" (Outer Precepts of a Scholar), Hu Bandit is a mentor to Fan Jin."
14,110年學測-國文科第15題,D,"探討上表內容的最合適方法是：(A) From the notes in four Ming dynasty wordbooks, it can be known that some works attributed to Li Qingzhao are actually by Zhu Shuangren (B) The preference for Shufang and Weifang's works in the Song Dynasty Words Collection changes in the Ming Dynasty, with Zhu Shuangren replacing the two in rank (C) The Tang Song Meijia Wonderful Words Collection affirms female wordwriters, with the ""Shimian"" volume collecting ten female wordwriters' works, each with at least two works (D) By referring to the ""*"" notes, the average number of works by each author in Meijing and Lefu Yaowords can be calculated, which can be compared to show that Li Qingzhao's works are highly favored in both collections."
15,110年學測-國文科第16題,C,"Translated Question: According to the table provided, what is the most appropriate conclusion for options A and B?  A) The number of selected poets and songs in ""Grasses and Flowers Precious Collection"" is much higher than in ""Anthology of Tang Song Third-Rate Words"".  B) The ""Revised Grass Hall Poetry Remnants"" only adjusted the classification method of ""Grass Hall Poetry Remnants"" without changing the included songs.  (A) A is correct, B is incorrect  (B) A is incorrect, B is correct  (C) A cannot be determined, B is incorrect  (D) A is correct, B cannot be determined"
16,110年學測-國文科第17題,C,"時代詞選名：《宋代女詞人選集》 選錄女詞人數：18 入選率高的宋代女詞人及作品數：18 備註：*該書選錄詞作總數/該書選錄非佚名詞人總數#該書所錄李清照、朱淑真詞作歸屬存疑篇數 李清照：2首 朱淑真：2首 孫夫人：1首 魏夫人：1首 南宋：《梅苑》1首 *421首/82人《樂府雅詞》2首 *923首/95人《草堂詩餘》3首 *95人《唐宋諸賢絕妙詞選》10首 7人選錄「閨秀」1卷 明代《類編草堂詩餘》3首 *李2首《詞的》6首 *李2首《花草粹編》52首 *李9首；朱5首《古今詞統》30首 *李6首；朱2首上表中的詞選多有收錄李清照〈武陵春〉。關於此詞的解讀，最不適當的是： (A) through ""flower is gone"" and ""late evening"" to symbolize the fading of the past and the vastness of time (B) through ""idle comb"" and ""tears first fall"" to express the powerlessness of things and the impermanence of the world (C) through ""hearsay"" and ""also try"" and ""for fear"" to gradually deepen the emotional intensity (D) through ""lighter boat"" and ""cannot carry"" to describe the inability to bear the depth of sorrow"
17,110年學測-國文科第18題,B,"Translated Question: Which of the following interpretations best fits the interpretation of ""人禽之辨"" in the passage from the book (甲) ""人之所以異於禽獸者，幾希。庶民去之，君子存之。......"" (《孟子》) (乙) ""幾希""，言幾於無也，乃一線之象，非點... (《四書箋解》)? (A) Humans and animals have significant differences in moral consciousness and various aspects of daily life. (B) Animals also have the ability to perceive external events and possess emotions and preferences. (C) If humans make even the slightest mistake, they may fall into the realm of animals in terms of value. (D) Animals may also have the virtue of humanity, but they lack the will and intelligence to pursue righteousness."
18,110年學測-國文科第19題,A,根據甲、乙兩篇文章，君子面對「幾希之異」的態度是：(A) 嚴格區別差異，彰顯人道的尊嚴和價值，(B) 接受差異，了解萬物平等，擺脫以人類為中心的思考，(C) 在差異中尋找共同點，探索萬物在表面不同背後的共同本質，(D) 尊重差異，尊重彼此的獨特性。
19,110年學測-國文科第20題,B,"Translated Question: In the past, I jokingly said that professionals are like border collies, living off the monthly rations provided by their owners, while entrepreneurs are like wolves, who need blood to survive and cannot live without prey. Border collies' time belongs to their owners, so without an owner, their time has no value, while a wolf's time is their own. Selling limited time is the business model for salaried border collies. A wolf's perspective is different; they don't act alone because hunting relies on the wolf pack, so wolves learn to buy others' time to get things done. How is border collie's time valued? Prices usually come from value, and the value of ""to be"" (who you are) is much higher than the value of ""to do"" (what you do). For example, if you give a great presentation with beautiful slides, you might charge a thousand yuan per hour; if your content is very useful, you might charge ten thousand yuan per hour. But if a company is willing to pay a higher fee to have Li Qiang speak, it's not because of the beautiful slides or useful content – it's because Li Qiang is Li Qiang. Although a border collie with pedigree is more valuable than a homely dog, a dog that keeps learning and growing can become a wolf if the company undervalues its worth. Wolves don't rely on their owners' food once they leave, and they quickly become self-sufficient. (Adapted from Luo Hsien-Peng's ""Why Are Employees Mixed Breeds, and Wolves Entrepreneurs?"") The statement that best fits the perspective in the text is: (A) Entrepreneurs rely solely on their vision and do not need the education of professional managers (B) If a person becomes a brand, it is difficult to measure their value in the usual way (C) Wolves are aggressive, forcing border collies to exchange their time for a living (D) Dogs become wolves by leaving the company, and border collies stay in the business by enduring their time."
20,110年學測-國文科第21題,D,"Translated Question: According to the text, which of the following is the most appropriate assessment of Alpha and Beta conclusions? (A) Both Alpha and Beta are correct (B) Neither Alpha nor Beta is correct (C) Only Alpha is correct, but not Beta (D) Only Beta is correct, but not Alpha"
21,110年學測-國文科第22題,D,在新的電腦教室裡，日光燈照亮了每個本應陰暗的角落。我經過其他考生，大部分是孩子，他們的稚嫩臉龐隱藏著對繁華都市的無限想像。有一些長輩，看似不太適應電腦設備，但他們眼神中卻流露出溫柔的倔強。我按照監考人員的指示，坐入指定位置。 在這所歷史悠久的女校，現在肩負傳承臺灣千年傳統文化的神聖使命。我戶籍設在臺北市，但在這個歷史洪流中，我卻成了盲點。 「請檢查桌上貼紙，確認是你的位置。」我是否在正確的位置？ 在試場中，我被問及「妳從哪裡來？」、「妳什麼時候過年？」、「妳叫什麼名字？」等問題，但每次回答都無法得到尊重。 「Ciwas lalu mu.」我小心翼翼地托著麥克風，謹慎地咬字。Ciwas是我「真正」的名字──真正沒人稱呼的名字。 根據文章的脈絡，在考場中最合適的描述是： (C)闈場內依稀湧動著一縷篝火的熾焰氣味
22,110年學測-國文科第23題,D,上文反覆提及「真正」一詞，關於此詞所表達的境況或心情，最不適當的敘述是： (A) 茫然於自己在歷史洪流中的存在位置，並展開對身分歸屬的叩問與追尋 (B) 成長過程中，常因他人的刻板印象而被貼上制式標籤，區劃為不同族群 (C) 「是我『真正』的名字」語帶無奈和自嘲，因自己真實的名字竟須由旁人認定 (D) 呼應首段「不是我的家」，表達雖生於臺北，仍心繫祖靈，無法接受繁華都城
23,110年學測-國文科第24題,B,"Translated Question: Regarding the attitudes towards merchants and mountain resources in the two passages, the most appropriate description is: (A) Alpha argues for raising the price of alcohol and meat to increase merchants' profits and stimulate the economy. (B) In Beta, Fan Wen Zhong believes that maintaining the tea and salt monopoly will not endanger merchants. (C) Alpha advocates for the government to manage the benefits of mountain resources, distributing them to the poor. (D) In Beta, Fan Wen Zhong believes that instead of harming farmers, it is better to take from merchants when there is a shortage of income."
24,110年學測-國文科第25題,A,"Translated Question: What is the most appropriate description of the attitude towards agriculture and farmers in the two passages? (A) Alpha advocates reducing farmers' opportunities for wine and meat, so they can focus on agriculture. (B) In Beta, Fan Wenzheng advocates giving farmers tax preferences to encourage farming. (C) Both texts believe that the ruling officials' arrogance and negligence are the main causes of agricultural decline. (D) Both texts believe that farmers are economically disadvantaged and should be protected."
25,110年學測-國文科第26題,B,甲: 一般人不瞭解文字和思想情感的密切關係，以為更改一兩個字不過是要文字順暢些或是漂亮些。其實更動了文字，就同時更動了思想情感，內容和形式是相隨而變的。例如韓愈在月夜裡聽賈島吟詩，有「鳥宿池邊樹，僧推月下門」兩句，韓愈建議「敲」字為佳。這段文字因緣傳為美談，於今要把咬文嚼字的意思說得好聽一點，都說「推敲」。古今人也都讚賞「敲」字比「推」字下得好，其實這不僅是文字上的分別，同時也是意境上的分別。 「推」固然顯得魯莽一點，但是它表示孤僧步月歸寺，門原來是他自己掩的，於今他「推」。他須自掩自推，足見寺裡只有他孤零零的一個和尚。在這冷寂的場合，他有興致出來步月，興盡而返，獨往獨來，自在無礙。他也自有一副胸襟氣度。「敲」就顯得他拘禮些，也就顯得寺裡有人應門。他彷彿是乘月夜訪友，自己不甘寂寞，那寺裡假如不是熱鬧場合，至少也有些溫暖的人情。比較起來，「敲」的空氣沒有「推」那麼冷寂。就上句「鳥宿池邊樹」來看，「推」似乎比「敲」要調和些。「推」可以無聲，「敲」就不免剝啄有聲，驚起了宿鳥，打破了岑寂，也似乎平添了攪擾。 所以我很疑
26,110年學測-國文科第27題,D,"甲: People generally do not understand the close relationship between text and emotional expression and think that changing one or two words is just to make the text smooth or beautiful. In fact, changing the text will also change the emotional expression, and content and form are mutually dependent. For example, in the story of Han Yu listening to Rongting reciting poetry at night, there are two lines: ""Birds nesting by the pool, monks pushing the month-lit door."" Han Yu suggests replacing ""pushing"" with ""knocking."" This anecdote, which has been passed down through the ages and become a famous anecdote, is said to make the text more beautiful today. In fact, the change is not just about the beauty of the words, but also about the atmosphere. The ""push"" certainly shows a certain wildness, but it indicates that the monk is alone, stepping out under the moon, returning to his secluded temple, and closing the door himself. There is a sense of self-sufficiency and freedom. The ""knock"" seems more formal and shows that there is someone to answer the door. It seems like the monk is stepping out at night to visit friends, unwilling to be alone, and there must be some warm human feelings in the temple. Compared to the ""knock,"" the atmosphere of the ""push"" is colder. Just from the line ""Birds nesting by the pool,"" the ""push"" seems more harmonious than the ""knock."" The ""push"" can be silent, while the ""knock"" cannot help but make a sound, disturbing the silence, and it seems to add some disturbance. So I am not sure whether Han Yu's modification is really as appropriate as it has been praised by people throughout history. Which kind of atmosphere is what Jiang Dai originally wanted to express in his heart can only be known by him himself. Is the use of ""push"" or ""knock"" more appropriate, the key lies in which kind of atmosphere is the one he wanted to express and was consistent with the entire poem. Textual analysis is actually emotional analysis. (Revised from Zhu Guangqian's <On Literature>) 乙: In Wang Fu-zhi's <Talking about Poetry>, it is said: ""The phrase'monk knocking on the moonlit door' is just an imaginative contemplation"
27,110年學測-國文科第28題,D,"根據甲、乙二文，以下敘述最不恰當：(A) Jack Lang emphasizes that pondering the text and contemplating it, in fact, expresses different thoughts and feelings. (B) Wang Shouzhi believes that in the text, genuine feelings are more important than skillful words. (C) Jack Lang doubts that ""monk knocks on the moonlit door"" may be better than ""monk pushes the moonlit door,"" while Wang Shouzhi does not make a judgment on their superiority or inferiority. (D) Wang Shouzhi and Jack Lang both believe that contemplating the text should focus on maintaining a consistent emotional tone throughout the poem to achieve a natural and wonderful effect."
28,110年學測-國文科第29題,D,"Translated Question: According to the text, the most appropriate statement about bird calls is: (A) One can express different degrees of feelings through the internal structure (B) Using short calls to express desires, willpower, and strength (C) They can use various meaning units to express different messages (D) The nightingale can change the pitch of its call to convey the same message."
29,110年學測-國文科第30題,C,"根據文章，關於動物和人類的語言，最合適的推論是：(A) with proper training, a parrot can understand phrases it has never heard before (B) animals lack language abilities because they lack human vocal apparatus (C) the difference between human language and other animal communication systems lies in the complex grammar (D) learning a new language often starts with mastering pronunciation, indicating that voice is a necessary element of human language."
30,110年學測-國文科第31題,A,"Translated Question: In Zeng Zao's response to Li Yi's letter, which of the following sentences best fits the context of the passage? (A) Am I good at arguing? I have no choice. (C) Not using writing to harm speech and not using speech to harm ambition. (B) Having no spirit of yielding is not human. (D) Believing in everything in books is worse than having no books."
31,110年學測-國文科第32題,D,"Translated Question: According to the passage in Zi Gong's book, what is Zi Gong mainly trying to remind Liang of? (A) Ruling the country must be cautious and rely on promises (C) Reading should not be too hasty (B) There must be no sense of letting go, and it is not a person (D) Relying entirely on books is not as good as having no books (B) Writing articles should be concise and clear (D) Studying should not be too hasty"
32,110年學測-國文科第33題,C,"Translated Question: In the passage from ""Zuozhuan"", what aspect of Jixia's meeting with the Wang King is emphasized? (A) A simple and unpretentious personality (B) A close relationship between ruler and minister (C) An urgent situation that does not allow time for personal grooming (D) A difficult journey involving crossing mountains and waters."
33,110年學測-國文科第34題,C,Translated Question: Which of the following statements best captures the perspective expressed in the passage from《Warring States》? (A) Learning from past experiences can be beneficial. (B) Acting hastily may lead to failure. (C) Trying to force something to happen when it's not meant to be is futile. (D) Perseverance and dedication are key to achieving success.
34,110年學測-國文科第35題,CE,Translated Question: Which of the following pairs of words have the same meaning in both sentences? (A) vast and vast / gray and gray (B) despondent and despondent / hesitant and hesitant (C) modest and modest / insignificant and insignificant (D) humble and humble / timid and timid (E) mediocre and mediocre / lowly and lowly
35,110年學測-國文科第36題,ACE,"Translated Question: Which pair of couplets perfectly matches the definition of ""正對,"" where the characteristics are that the events are contrary in meaning but similar in tone, and ""反對,"" where the meaning is contrasted through the parallelism of opposing or diverse elements? (A) Day by day, the stars fade and the mountains sink; Westward the years go, and the I Ching changes. (B) When a man is at the end of his resources, he changes; When he is at the end of his wits, he knows repentance. (C) Alone and poor, she spreads her single garment; In the depths of her grief, she sheds her last tear. In the spring breeze, the peach blossoms and the wine in one cup. (D) A low official is a disgrace, a high official is close to flattery; In the fragrant meadows of the immortals, the sweet scent of the orchids lingers, and the moonlight shines on the Isle of the Blessed. (E) To die is to create a false fame, to fight is to make a foolish decision; To be loyal and courageous, then the barbarians will be like one body."
36,110年學測-國文科第37題,CD,"Translated Question: Which of the following sentences containing the character ""於"" expresses a comparative meaning, similar to ""A compared to B""? (A) The cedars wither earlier in the winter. (B) Is there no one who is more talented than Zhu Ling in the state of Meng? (C) Han Xin asked, ""Who is better than you?"" Meng Tian replied, ""I am better at serving my lord."" (D) Therefore, the disciples do not have to be worse than the teachers, nor do the teachers have to be wiser than the disciples. (E) Qin and Jin besieged Zhou, and Zhou knew it was doomed. If destroying Zhou would be beneficial to the ruler, can I bother the officials?"
37,110年學測-國文科第38題,BC,"Translated Question: Which of the following words is most appropriate to use in the sentences where a line is drawn? (A) At the end of the game, Jeremy scored a surprising winning goal, turning the tide for his team. (B) Years later, old classmates gathered at Charles' wedding, enjoying each other's company and having a great time. (C) In the face of complex international situations, one must possess the ability to navigate and mediate effectively. (D) Xiaohua was accused of stealing money and became very angry, vehemently defending herself against the accusation. (E) Zhang Lao is clever and subtle, always keeping his true thoughts hidden and avoiding offending anyone."
38,110年學測-國文科第39題,BC,"Translated Question: Regarding the following passage from the novel, what is the appropriate interpretation? (A) ""Emitting very ugly noises"" expresses Hat Fulfill's discomfort and disgust with Lily, finding her voice harsh and grating. (B) ""Making preparations for the next attack"" describes how, despite his smiling face, Hat Fulfill is only calculating how to win over Lily. (C) ""Cotton fluff from the throat"" portrays Lily's accumulation of words in her heart and her desire to fully express herself. (D) ""Spinning out from the mouth"" describes Lily's eloquence, able to describe ordinary objects in a fascinating way. (E) ""Assembling a hundred plastic toys"" depicts Hat Fulfill's wife's imagination of her future child and the games they would play."
39,110年學測-國文科第40題,AD,"Translated Question: According to the passage, which of the following best describes the story? (A) Zhou Meng was skilled at identifying thieves by their appearance and expression. (B) Zhou Meng was skilled at capturing thieves, earning the praise of the Duke of Zhou, who then entrusted him with governing the country, resulting in a peaceful and prosperous era. (C) Zhou Meng's abilities attracted jealousy from his peers, leading to his death, as predicted by Wen Zhou. (D) Wen Zhou believed that being overly cautious and smart would bring misfortune, and suggested that the king should promote virtuous officials to educate the people from above, thus eliminating the need for thieves. (E) Wen Zhou recommended the virtuous and talented Randian as a counselor, and the thieves changed their ways."
40,110年學測-國文科第41題,CD,"根據以下考試題目的內容，有關背景知識的描述，最適當的描述是：(A) background knowledge can enhance the subject's memory and make their perception system more sensitive; (B) the difference between experts and beginners in a particular field lies in whether they possess a wide range of background knowledge; (C) the amount of background knowledge affects the subject's ability to accept and understand new information; (D) a richer background knowledge helps to find appropriate connections for new information and gives it meaning; (E) background knowledge constructs the subject's cognitive model, enabling them to actively search for data outside."
41,110年學測-國文科第42題,BCE,"                            Translated Question: The following passage discusses the appropriate interpretation of two poems, Alpha and Beta, both of which use ""exam"" as a writing topic. (A) Both Alpha and Beta poems use the term ""waiting"" to describe the anxiety of long-term preparation before the exam (B) Alpha poem uses ""halo"" and ""handcuff"" as metaphors to describe the complex emotions of anticipation and desire to break free (C) Beta poem's ""blank"" refers to both the answers left on the exam sheet and the vacant time left behind by the exam (D) Alpha poem uses ""basketball hoop"" as a metaphor to imply that the abilities of the exam takers cannot be fully utilized, and Beta poem uses ""ink"" to symbolize that the answers of the exam are stereotypical (E) The ""countdown"" in Alpha poem's title and the ""farewell"" in Beta poem's title both symbolize that the exam serves as a turning point in one's life entering the next stage"
