,info,answer,translated_questions
11,112年學測-自然科第17題,AB,"Translated Question: After exploring the structure and function of viruses, if systematists agree to expand the cell-based Linnaean classification system to include viruses, which of the following suggestions would be reasonable? (Please choose 2) (A) Establish a new phylum (B) Establish a new kingdom (C) Classify it under Prokaryota (D) Classify it under Bacteria (E) Classify it under Archaea"
12,112年學測-自然科第18題,A,"Translated Question: Scientists have identified two mutated strains (A and B), both of which produce smaller fruits than the wild type. Which of the following statements is correct regarding the confirmation that the mutations A and B are due to the same gene? (A) If both A and B are homozygous recessive, crossing them will produce offspring with fruits of the same small size, confirming (B) If both A and B are heterozygous dominant, crossing them will produce offspring with fruits of the same small size, confirming (C) If both A and B are homozygous dominant, crossing them will produce offspring with fruits of the same small size, confirming (D) If both A and B are homozygous recessive, crossing them will produce offspring with fruits smaller than A and B, confirming (E) If both A and B are homozygous dominant, crossing them will produce offspring with fruits smaller than A and B, confirming"
13,112年學測-自然科第24題,BCE,"Translated Question: Which of the following statements about ammonium nitrate (NH4NO3) are correct? (Choose 3.) (A) Ammonium nitrate has 4 N−H and 3 N−O covalent bonds, making it a molecular compound. (B) In a solution of ammonium nitrate, [H+] > [OHˉ]. (C) Ammonium nitrate can help plants make nucleic acids and proteins. (D) Ammonium nitrate explodes when subjected to high temperatures, producing water vapor, nitrogen gas, and oxygen. (E) In the reactions that occur at high temperatures involving ammonium nitrate, the stoichiometric coefficient of each species in the balanced equation is 9."
14,112年學測-自然科第28題,D,"Translated Question: A group of students discussed the history of the development of physics and compiled the following descriptions of six events. Alpha: Thomson discovered the existence of electrons through experimentation. Beta: Rutherford proposed a model of the atom with a positive charge concentrated in the core and electrons distributed in the outer shell. Gamma: Ampere first discovered that a conductor carrying current would produce a magnetic field around it. Delta: Hertz first proposed that light was an electromagnetic wave. Epsilon: Faraday first discovered the electromagnetic induction phenomenon. Zeta: Einstein first proposed that energy has a quantized nature. Among the above items, which is correct? (A) Alpha Delta Gamma (B) Beta Gamma Zeta (C) Gamma Delta Zeta (D) Alpha Beta Gamma (E) Alpha Beta Delta Zeta"
15,112年學測-自然科第29題,ADE,"Translated Question: What are the correct statements about the COVID-19 pandemic prevention measures mentioned above? (A) The air pressure inside a negative pressure room is lower than outside, so the air inside the room is less likely to leak. (B) The air pressure inside a negative pressure room is higher than outside, so the air inside the room is less likely to leak. (C) A healthy person's body temperature is in thermal equilibrium with the surrounding environment when it is normal. (D) Using an ice pack on the forehead can lower the forehead temperature during a fever, mainly through conduction. (E) When taking a forehead temperature, the heat transfer between the forehead and the thermometer is done through electromagnetic waves."
16,112年學測-自然科第34題,E,"Translated Question: Which of the following statements about energy is correct? (A) Alpha, Beta, Gamma (B) Alpha, Ding, Yi (C) Beta, Gamma, Yi (D) Beta, Ding (E) Alpha, Gamma"
17,112年學測-自然科第37題,D,"Translated Question: Coal is mainly used as fuel and provided more than one-third of global electricity in 2020. However, the use of coal damages the environment and is the largest man-made source of carbon dioxide (CO2) emissions. To achieve the goal of the Paris Agreement to control global warming at less than 2°C, coal consumption must be halved between 2020 and 2030. Using hydroelectricity instead of coal-fired power generation is one of the measures many countries have taken to reduce CO2 emissions. If you are asked to propose a hydroelectric power plant plan, aiming for an annual CO2 reduction of M = 10^9 kg. Known as the reservoir water supply and the downstream water discharge are both problem-free, each generator provides electrical energy with a power setting of P1 = 10^9 W, the water level difference between the reservoir surface and the intake of the generator is h = 100 m; when the water reaches the intake of the generator, the specific kinetic energy per unit mass is uw. Table 5 lists the parameters alpha (c1) to beta (c2) that need to be considered during planning. Table 5 Alpha (c1) The coal consumption per unit of electricity generated in a coal-fired power plant Beta (c2) The CO2 emission per unit mass of coal generated by each unit mass of coal Gamma (γ) The mass flow rate of water entering the generator Delta (ε) The efficiency of the power plant Eta (η) The coefficient of performance of the power plant Zeta (ζ) The number of generators installed According to the design, the planned water level difference h is 100 m, and if the gravitational acceleration g = 10 m/s², the specific kinetic energy per unit mass, uw, is approximately how many Joules per kilogram? (A) 10^0 (B) 10^1 (C) 10^2 (D) 10^3 (E) 10^4"
18,112年學測-自然科第38題,B,"Translated Question: In order to ensure that each generator can provide the specified power output P1 = 10^9 W, what parameters need to be determined in Table 5 for the hydroelectric power plant planning case with the goal of reducing CO2 emissions by 10^9 kg per year? (A) Alpha Epsilon (B) Mu Epsilon (C) Beta Gamma (D) Gamma Epsilon (E) Epsilon Gamma)"
19,112年學測-自然科第39題,A,"輸出格式： Translated Question: In order to estimate the reduction in CO2 emissions per unit of electricity generated when adopting hydroelectric power instead of coal-fired power, which parameters from Table 5 do you need to obtain the values for? (A) Alpha (B) Beta (C) Gamma (D) Beta Epsilon (E) Beta Epsilon Tau (F) Gamma Tau (G) Beta Delta Epsilon)"
20,112年學測-自然科第41題,E,"Translated Question: If Mars becomes the target of space immigration based on the known facts, which of the following is correct? (A) It is the closest celestial body to Earth, and transportation is convenient. (B) The surface gravity is almost the same as Earth, and it is possible to create a thick atmosphere using terrestrial engineering. (C) It is located at an appropriate distance from the Sun and has an atmosphere, making the overall temperature suitable for water to exist in liquid form on the surface of Mars. (D) The North Star on Earth and the North Star on Mars are the same star, so it is difficult to lose direction. (E) The length of the axial rotation is the same as Earth's, so the temperature variation between day and night is similar."
21,112年學測-自然科第42題,D,"Translated Question: Which of the following colors would the Pleiades star cluster most likely appear in if observed on Mars, given that it appears as a blue-white color when observed from Earth at a distance of 25.3 light-years in the Taurus constellation? (A) Black (B) Red (C) Yellow (D) Blue-White (E) Purple"
22,112年學測-自然科第43題,A,"                            Translated Question: Which of the following statements about Mars is correct? (A) The Martian North Return line is approximately at latitude 25° North (B) Mars has shorter seasons for spring, summer, fall, and winter than Earth (C) Mars experiences stronger solar tides than Earth (D) At Mars local noon during vernal equinox, the solar declination angle is approximately 65 degrees (E) Mars has a greater ability to withstand solar winds or cosmic rays than Earth"
23,112年學測-自然科第45題,C,"Translated Question: Milk sugar and casein are important components for making cheese from milk. By adding specific microorganisms to milk and letting it ferment, lactose is converted into lactic acid. During this process, factors such as temperature, aging time, and other trace additives (such as salt) affect the texture and taste of the cheese. As the lactic acid concentration increases during the fermentation process, casein gradually coagulates and forms the solid component of cheese. The remaining protein in the solution is called whey protein, which is processed into high-protein nutritional products. The pH of commercial milk is 6.6, and the coagulation process of cheese begins at pH 5.3. What is the change in hydrogen ion concentration needed for cheese to start coagulating? (log2 = 0.30) (A) increases about 1.3 times (B) increases about 13% (C) increases about 20 times (D) decreases about 10 times (E) decreases about 10%)"
24,112年學測-自然科第46題,DE,"Translated Question: Which of the following statements about the cheese-making process are correct? (Select 2) (A) The fermentation process requires oxygen to proceed. (B) The microorganisms responsible for fermentation cannot survive in an environment with oxygen. (C) As the fermentation process progresses, the pH value of the solution gradually returns to 6.6. (D) The hydrophilicity of casein changes with pH value. (E) Whey protein is more soluble in water under acidic conditions than casein."
25,112年學測-自然科第48題,ACE,"Translated Question: Gregor Mendel's law of independent assortment and law of segregation laid the foundation for genetics, supporting Darwin's theory of natural selection, and explaining the genetic phenomena of populations. Morgan confirmed that genes are located on chromosomes. These three scholars contributed to the development of modern evolutionary theory. Mendel's 1865 pea seed experiment showed that the ratio of smooth seeds to wrinkled seeds was 5474:1850 (approximately 2.96:1), which factors could have caused the discrepancy between this result and the expectation of the law of independent assortment? (Select 3 options) (A) Sampling error during data compilation. (B) The expected value of the model may not be accurate. (C) Random errors in selecting parent plants. (D) Experimental genetic factors interfere with each other. (E) The sample size of the experiment is still too small."
26,112年學測-自然科第49題,BCD,"Translated Question: Which of the following statements accurately extend Mendel's genetic models? (Select 3) (A) In the process of intergenerational inheritance in a population, dominant alleles are better adapted to the environment than recessive alleles. (B) If Mendel conducted his experiments under controlled conditions in a greenhouse, the results would be closer to the expected values compared to those obtained in a garden. (C) If Darwin's natural selection force were to occur in Mendel's experiments, the observed values would be even further from the expected values. (D) If the sex-linked inheritance factors, as demonstrated by Morgan, are located on the same chromosome, the ratio of the phenotypes Mendel obtained would be even further from the expected values. (E) If random sampling of smooth seeds from the F1 generation were to be cultured, the wrinkled alleles would disappear within a limited number of generations."
