,info,answer,translated_questions
14,113年學測-國文科第15題,D,"Translated Question: Which of the following is the most appropriate explanation of the imitation, alteration, and legend of the meme ""Wu Pao Chhiu San Hai"" based on the movie ""Wu Pao Chhiu San Hai"" synopsis? The movie ""Wu Pao Chhiu San Hai"" tells the story of Chen Xiaoming, a notorious gunman on the run, who, after being misdiagnosed by a doctor as suffering from a terminal illness, decides to surrender to the police to avoid being forgotten after his death. He believes he is a modern Wu Pao Chhiu, but the obstacles that trap him and make him inescapable come from within himself, his greed, anger, and delusion. (A) The legend of the motivation for the action, where Chen Xiaoming, believing he is ridding society of three demons, targets and eliminates the two biggest fugitives. (B) The legend of the story's ending, where Chen Xiaoming repents and strives to improve himself, ultimately ridding himself of the three demons. (C) The legend of the character design, where a key role is always included to persuade the protagonist to rid himself of the three demons before his death. (D) The legend of the concept of the three demons, where the ferocious beasts and monsters are transformed into the two biggest fugitives and create a new interpretation of greed, anger, and delusion."
15,113年學測-國文科第16題,B,根據文章，關於賈政和賈寶玉的父子關係，敘述最合適的是： (A) 寶玉的哀在於他雖然發揮了文學才能，但尚未準備好接受賈政的責任 (B) 寶玉在賈政保護的人間樂園中成長，享受著青春的美好 (C) 賈政負責處理賈府事務，注重現實，所以無法理解寶玉的浪漫性格 (D) 賈政認為寶玉應該為家人建造一個與世無爭、遠離廟堂的烏托邦
16,113年學測-國文科第17題,B,根據以上文章，脂硯齋認為賈政此人物「有深意存焉」，這深意最可能是指：(B)通過經歷後，學會承擔才是成熟地面對生活的態度。
17,113年學測-國文科第18題,C,根據文章，關於情緒訊號的敘述，最合適的說法是：(B) facial expressions are more easily controlled by will than body movements
18,113年學測-國文科第19題,A,"根據文章，以下哪段文句中最好地描述了情緒訊號：(A) everyone's faces showed a look of surprise as they focused their attention on Chang'e (B) the two brothers were both happy and surprised, and they left quickly after the explosion (C) Xiaoyi reads a passage in a book: 'After the 17th century, coffee became popular in Europe, driving a coffee consumption trend, making it a mass-market beverage. European countries then began to plant coffee extensively in their colonies.' Based on this historical account, Xiaoyi infers that the coffee market price at that time should have fallen. According to market analysis, her inference is most likely based on which of the following? (D) Xiaoyi reads a passage in a book: 'After the 17th century, coffee became popular in Europe, driving a coffee consumption trend, making it a mass-market beverage. European countries then began to plant coffee extensively in their colonies.' Based on this historical account, Xiaoyi infers that the coffee market price at that time should have fallen. According to market analysis, her inference is most likely based on which of the following?"
19,113年學測-國文科第20題,D,情緒訊號系統有一個特點，就是它總是「開啟」的。情緒開始時，幾乎會立刻出現訊號。例如，傷心時，眉毛內緣會向上拉，聲音會變得較輕柔低沉。最立即的情緒訊號是臉部表情。人們常將生氣、害怕、嫌惡、哀傷和輕蔑視為負面情緒，而驚訝和愉快是正面情緒。這個簡單的二分法有兩個問題：一是忽略了所謂的負面情緒並不總是讓人不舒服，例如很多人看了一部哀傷的電影後，喜歡大哭一場。二是將快樂視為正面情緒，但也可能很殘忍，例如嘲笑別人。唯有分析各種情緒事件的特性，才能分辨讓人愉快還是不愉快。 聲音是另一個情緒訊號系統，與臉部表情有很多有趣的差異。臉部是可以觀察的，而聲音則是時斷時續的，可以完全依靠意志力關閉。想隱藏表情，可能是人常以電話取代面對面溝通的原因。電子郵件甚至不需要說和聽，所以不會從聲音中流露情緒。身體動作也是情緒訊號：輕鬆時會出現放鬆身體的姿勢，輕蔑的動作是向下看對方，驚訝則是將注意力固定在產生情緒的對象。身體動作，像臉部和聲音的情緒訊號，雖然也是不由自主的，但控制身體動作比完全不露出臉部和聲音的情緒訊號要容易得多。（根據保羅・艾克曼《心理學家的面相術》）某些心理學家認為：情緒調整模式可以通過學習而來。以下最接近此觀點的是：(A)人爲七情，應物斯感，感物吟志，莫非自然。(B)真者，所以受於天也，自然不可易也。故聖人法天貴真，不拘於俗。(C)登山則情滿於山，觀海則意溢於海，我才之多少，將與風雲而並驅矣。(D)聖人所以治人七情，修十義，講信修睦，尚辭讓，去爭奪，舍禮何以治之。
20,113年學測-國文科第21題,B,"Translated Question: In the ancient judgment, which of the following best matches the content of the document: (A) The plaintiff is Program Ten, and the defendants are Liu Kui and Zhang Qi (B) The fact: Zhang Qi has bought the elementum and believes he should continue to have the right to raise the son (C) The verdict: Liu Kui must compensate Zhang Qi and cannot restore the father-son relationship with the elementum (D) Reason: Zhang Qi has raised the elementum for three years; the elementum has harbored dissatisfaction with its father Liu Kui"
21,113年學測-國文科第22題,D,"Translated Question: Which of the following best matches the writing style of the original text? (A) The text mainly presents legal regulations first, then explains how the case violates this law, and finally describes the judicial result. (B) The text describes the case by first listing the facts admitted by the defendant and then the plaintiff's rebuttal, and then the evidence of the witnesses. (C) The text uses ""the son not being a son and the father not being a father"" as a guideline, listing their shortcomings one by one. (D) The text often adopts an educational tone, sternly reprimands those who violate human relationships, and urges the person in charge to strictly maintain etiquette."
22,113年學測-國文科第23題,D,"Translated Question: Which of the following statements can be confirmed from the passage above? (A) Han Yu and Lu Ji both served as the chief of the imperial examination during the Tang Dynasty. (B) Ruan Jiuyuan recommended letters and poems to Ouyang Xiu when he was in charge of the imperial examination. (C) Han Yu admired Ruan Ji's integrity, but did not agree with his strict adherence to the relationship between masters and disciples. (D) The views of Ruan Ji and Zhang Jiang on the relationship between masters and disciples were in line with the general public's views at the time."
23,113年學測-國文科第24題,B,在唐代，考試稱為知貢舉。因知貢舉者具有重大的選才權，因此舉子在考試前會向自己希望的考官投詩或獻文以博得青睞。一旦成功，舉子會感激終身，從而產生了“座主”和“門生”之分。柳宗元曾寫道：“假以時盼，各顯其功。號門生而不知恩之所自出者，非人也。”崔群的例子也反映了這個社會意識。崔群在中唐時期被譽為賢士，韓愈稱讚他“考之言行而無瑕尤”，但他對“座主”和“門生”關係，卻表現出了比較世俗的看法。《獨異志》中有個故事：崔群任相，名聲很響。元和年間，自中書舍人知貢舉，後人，李氏曾勸他買田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田田
24,113年學測-國文科第25題,ABC,"Translated Question: Which of the following words is most appropriate to use in the context of the underlined words in the following sentences? (A) Even if they manage to pass the security check, their complacent attitude towards prevention is still inadequate as a lesson. (B) The world is constantly changing, like a fleeting dream, and the unforgettable emotions and vows of love have already faded away. (C) This article has unique insights and is unconventional, like the sound of an echo in an empty valley, making it a rare masterpiece. (D) The Wright brothers are the pioneers of aircraft invention, thanks to which distances have become closer. (E) Xiaochen is naive and lacks planning in his work, and his colleagues often have to clean up the mess he leaves behind, which causes complaints."
25,113年學測-國文科第26題,ACE,"Translated Question: In the Chinese sentences, the character ""以"" is used to express the purpose of an action. For example, ""keep a distance to ensure safety."" Which of the following sentences contains this usage of ""以""? (A) Walled city, facing the sun (B) Hope the emperor entrusts the minister to restore the enemy (C) There is no point in harming oneself in order to benefit others (D) Fly with the fairy to travel freely, hold the moon and live forever (E) I can walk the ancient path and teach it to you."
26,113年學測-國文科第27題,BE,Translated Question: Which of the following pairs of words have the same meaning in the context of the passage? (A) 當 (B) 向 (C) 爾 (D) 得 (E) 敢 (F) 得
27,113年學測-國文科第28題,ADE,"Translated Question: According to the passage, which statement best describes the maritime history and culture of Taiwan? (A) ""Sailing over rough waters"" is a shared memory among different periods of Hakka immigrants (B) The commercial civilization and modernization process are based on the commerce and exploration of two waves of Hakka immigrants (C) Only after being occupied by Western powers, maritime trade flourished, resulting in the abundance of ports (D) The unique culture of Taiwan was formed by factors such as indigenous people, immigrants, and maritime activities (E) The culture of Taiwan was not only influenced by indigenous people and Hakka immigrants but also by Japan, South Asia, and Western countries."
28,113年學測-國文科第29題,BCE,"Translated Question: About cinnabar (the main component is hydrogen sulfide), the following information is true: Subject: Announcement by the Ministry of Health and Welfare (Department of Health and Welfare) No. 0940002424 Date: May 1, 1995 Title: Prohibition of the use of cinnabar in Chinese medicine manufacturing, dispensing, import, export, sale, or display from May 1, 1995. Traditional Chinese Medicine Practitioners: Cinnabar for pharmaceutical use must be processed through the water-washing method multiple times, which is time-consuming and labor-intensive. If done improperly using machinery, the heat generated by the machinery will cause cinnabar to become highly toxic, and it is extremely dangerous when taken as a medicine. My family became wealthy due to the cinnabar mining industry. Cinnabar should be processed differently depending on the quality of the raw materials and the purpose of processing. Water-washing: ◎ Only take the good sand, crush it into a fine powder, and put it in a jar with clear water. ◎ After three nights, the floating impurities are not fit for use, and they are poured into another jar. The settled and dried residue is known as head vermilion. Smelting: ◎ The bottom sand is not suitable for use, and it is placed in a furnace with water at the bottom and a pot on top. When the upper part is covered with a pot, the smoke rises upward, and the mercury flows downward. Vermilion has a cold and non-toxic nature, but when heated, it becomes hot and toxic, and it can kill people. Mercury is a highly toxic substance, and when cinnabar is heated under certain conditions, it produces a substance called silver vermilion. Some methods include adding salt, lime, or sulfur to make a light powder, or heating cinnabar to produce silver vermilion. (A) The water-washing method involves soaking cinnabar in water multiple times, then drying and grinding it into a powder (B) If the water-washing method is replaced by machinery, it will become toxic due to the heat generated by the machinery (C) The ref"
29,113年學測-國文科第30題,AE,"Translated Question: Regarding the events related to Koxinga in texts A and B, which description is appropriate? (A) The birth of Koxinga was accompanied by a giant sea monster, causing massive waves that destroyed ships (B) After Koxinga's birth, the sea monster was subdued, and his mother was respected by the Japanese with strict etiquette (C) Koxinga possessed the ability to ride whales, leading his fleet to numerous victories (D) Koxinga led his forces to eliminate pirates, freeing the coastal people from constant harassment (E) Koxinga died of illness in Taiwan, fulfilling the prophecy of the monk about the whale returning to the east"
30,113年學測-國文科第31題,CE,"Translated Question: What is the appropriate description of the way the two texts (A and B) are written, which discuss the history of Koxinga? (A) Describing his military prowess from supernatural events and mixed Chinese and Japanese background (B) Both describe the turbulent seas to show the great and magnificent naval power of Koxinga (C) Both describe the close relationship between Koxinga and the dream of the whale, which highlights him as an extraordinary person (D) Both record the help of gods and the smooth progress of Koxinga after entering Jialei Men (E) Both view Koxinga's attack on the Dutch and the occupation of Taiwan from the perspective of imperial rule"
31,113年學測-國文科第34題,B,輸出格式：                             Translated Question: [question in english]
32,113年學測-國文科第35題,D,"Translated Question: Based on the passages provided, which of the following statements is most appropriate? (A) Statements 1 and 2 are appropriate, (B) Statements 1 and 2 are not appropriate, (C) Statement 1 is appropriate, Statement 2 is not appropriate, (D) Statement 1 is not appropriate, Statement 2 is appropriate."
