,info,answer,translated_questions
10,112年學測-國文科第11題,C,"                            Translated Question: What does the following passage primarily aim to illustrate? (A) Ancient astronomical records often have a focus on national fate, not necessarily based on facts (B) Ancient astronomical observation technology was not as precise as modern technology, but preserved records are helpful for verification (C) Ancient people could not judge who was offending whom based on the speed of Jupiter and Saturn's movement (D) Ancients only knew that Jupiter and Saturn moved in the same direction, unaware of the reverse approach."
11,112年學測-國文科第12題,A,2020年壓軸的天文現象是木星合土星。從地球看，兩顆星在12月21日的視覺距離僅約6.5角分，幾乎黏在一起。由於木星繞太陽一周將近12年，土星則要29.5年，因此平均約20年才會兩星相合。古人稱一個運動中的天體逼近另一天體曰「犯」，所以史書記載這兩星相合為「歲星（木星）犯填星（土星）」。但哪顆星犯哪顆星，是如何判斷呢？以公轉速度而言，木星比土星跑得快。但因地球軌道短於外側行星的軌道，所以從地球上看這兩星的運動，會發生順行（如A1→A2）、逆行（如A2→A3）的變化。而當木星在順逆行轉換、看似靜止不動時（古人稱為「留」），視覺上便可能土星快於木星。例如西元828年11月5日到21日，明顯是木星順行衝向土星，但21到25日，卻是土星以反方向接近木星，跑了2.2角分，但順行的木星只跑了1角分。以現代天文學看，木星每天頂多移動0.2度，小於宋元之際觀測誤差，約等於清代觀測誤差。如果真要依據這五天的變化寫誰犯誰，古人恐怕辦不到。古代「填星犯某星」的記載很少，《明實錄》的「填星犯太白（金星）」，到正史中改為「太白犯填星」。又彙整唐代之前國運占星術的《開元占經》，雖有「歲星犯太白」的占辭，但史書向來寫「太白犯歲星」。故可確定快慢印象是判斷誰犯誰的依據。（歐陽亮〈都是星星惹的禍？木星合土星─歲星犯填星〉）上文若要介紹「古人如何從木星合土星占驗未來」，並援引下列史事，印證《開元占經》收錄的某項預言，則此預言最可能是： (A)填星與歲星合，相犯為內亂 (B)填星所在，歲星從之，伐者利 (C)填
12,112年學測-國文科第13題,B,根據文章，「而青苔非歷時長久不能蔓衍」應該填入哪一個選項？(A)甲 (B)乙 (C)丙 (D)丁
13,112年學測-國文科第14題,C,"輸出格式： Translated Question: According to the passage about moss in Japanese gardens, which of the following statements is most appropriate? (A) Garden designers use the literary imagery of moss to evoke a sense of sadness (B) Moss, which is easy to grow, becomes the main element in creating gardens (C) Through climate and time, moss helps form the somber atmosphere of the garden (D) The contrasting colors of the garden are highlighted by the vibrant green moss."
14,112年學測-國文科第15題,B,"Translated Question: Regarding the analysis of the defensive and offensive situation of Taiwan at the end of the Qing Dynasty in the text, which of the following statements is most appropriate? (A) Based on sufficient logistical preparation, it is suitable to lure the enemy deep into the territory. (B) Through sea battles and land battles, it reveals the advantages and disadvantages of both sides. (C) Due to the labor-intensive nature of operating warships, it is suggested to give up the sea battle. (D) Judging from the advantage of unity between civilians and the military, there is no need to fear an amphibious attack."
15,112年學測-國文科第16題,A,"Translated Question: Regarding 1 and 2, the most appropriate assessment is: 1) Strengthen the defense of Quemoy to prevent the enemy from entering Taipei, Zhunan, and Tainan. 2) Based on the terrain of Taipei and Tainan, luring the enemy to land at Taipei and then attacking them is a feasible strategy. (A) Both 1 and 2 are suitable (B) Only 1 is suitable, 2 is not (C) Only 1 is suitable, 2 cannot be determined (D) 1 cannot be determined, 2 is suitable"
16,112年學測-國文科第17題,D,"Translated Question: According to the passage, if a war strategy game called ""Sea Battle 1894"" is designed based on the text, what is the least likely power value item in the game script for the two sides? (A) Soldier experience (B) Geographical environment (C) Offensive and defensive strategies (D) Foreign forces)"
17,112年學測-國文科第18題,C,"輸出格式： Translated Question: Regarding the description of Li Gongening in the text, the most appropriate statement is: (A) Li Gongening was young and successful, but due to his earnest nature, he resigned from office and returned to his hometown at the age of 20. (B) He often visited the former emperor, discussing the atrocities of the Qin Dynasty, and criticizing the tyranny of the Qin government. (C) Although exiled to the sea, he accepted the task without complaint, and did not lament or complain. (D) The words of admonition that Li Gongening gave to Du Yu were like the sound of a bell, showing his resolute and stern demeanor."
18,112年學測-國文科第19題,C,"Translated Question: Regarding the description of Wang Xizhi's behavior or feelings in the text, the most appropriate one is: (A) Forty years later, upon re-reading Li Dong's private letters, he wrote this article. (B) Using epistle style to write about his motivation for composing this article. (C) Recalling the ""green shoes, white socks"" conversation and linking past and present, expressing his admiration for Li Dong. (D) Recounting the scene of jointly attending official meetings in the past and lamenting the difficulty of seeing old friends who have been far away."
19,112年學測-國文科第20題,B,"Translated Question: Which of the following sentences also uses detailed descriptions to portray a person's character traits? (A) The general received the favor, his nature was gentle, he was well-versed in military affairs, and he was used in the past, and the emperor called him ""able."" (B) Ni Kui leaned his shield to collide, and the soldiers fell to the ground. Xiang went in, wearing a cloak, staring furiously at the king. (C) Staying in the Liu Xu Hotel, the bed was already set up, the meat in the pot was cooked, and Zhang Xiu let his hair down and combed his hair in front of the bed. (D) The three of them moved the table, and as the moon waned, they sat and drank under the moon."
20,112年學測-國文科第21題,B,根據文章，最適合填充在《論語》中「」等語句的句子是： (A) 好色知恥，好食知恥，知恥然而無失者，小可也 (B) 貧而樂，富而好禮，低三下四，無愧於心 (C) 菲飲食，而致孝乎鬼神；惡衣服，而致美乎黻冕 (D) 色惡不食，臭惡不食，失飪不食，不時不食
21,112年學測-國文科第22題,B,"輸出格式：                             Translated Question: Which of the following statements best reflects the ideas and experiences shared in the passage? (A) Memorizing classical texts allows the deeper meaning of the passages to be etched in the minds of modern students. (B) The teachings of the Analects, the Book of Poetry, and the ""Four Books"" can be verified and understood through association. (C) The teachings of Confucius emphasize inspiration, and Zilie is praised by Confucius for being able to interpret the poems through the cultivation of virtue. (D) The joy of reading comes from exploring the true experience of works and connecting them to form inspiring power."
22,112年學測-國文科第23題,B,"甲: According to the Zhuang people, betel nut can dispel miasma, and Zhou Dynasty poet Ouyang Xiu indulged in it while traveling in the south. He sweated profusely and turned red in the face after consuming it. He even wrote a poem praising betel nut: ""It can dispel miasma and warm like incense."" Southern Song dynasty writer Lu Daijun also described his experience with betel nut in his work ""Shi Lao Dao Da"": ""People on the road seem like sheep, chewing on leaves and eating all day long. The way they eat betel nut can be said to be complete."" He also described how repulsive it looked when people had black teeth and red lips, and how annoying it was when many people gathered, with red stains everywhere. (Adapted from Xiaoyaang Xu's ""Reading Betel Nut with Ouyang Xiu"") Beta palms are native to Malaysia and the name comes from the Malay language ""pinang."" Betel nuts from Taiwan have high quality and have been used not only for daily consumption, but also for entertaining guests. In his work ""Shi Lao Dao Da,"" Zhang Gongzong wrote: ""People said that on the road, there were many people who seemed like sheep, chewing on leaves and eating all day long. The way they ate betel nuts can be said to be complete."" He also described how repulsive it looked when people had black teeth and red lips, and how annoying it was when many people gathered, with red stains everywhere. (Adapted from Xiaoyaang Xu's ""Reading Betel Nut with Ouyang Xiu"") Betel nuts contain polyphenolic compounds, areca nut, and areca alkaloids, which can affect the brain, sympathetic nervous system, and parasympathetic nervous system, increasing alertness and stimulating adrenaline secretion. The World Health Organization has confirmed that betel nut alkaloids have potential carcinogenic effects, and the lime added to betel nuts can damage the epithelial cells of the oral mucosa, leading to cell proliferation and transformation. Chewing betel nuts has made me feel addicted, and it is difficult to quit, but I am not sure about the mechanism of addiction"
23,112年學測-國文科第24題,D,"甲: According to the Southern Chinese belief, betel nut can dispel miasma. Ingratiating himself to the local customs, Su Dongpo enjoyed chewing betel nut greatly, sweating profusely and turning face red like drunkenness. He even wrote a poem to praise betel nut: ""It can dispel miasma and warm like incense."" During the Tong Dynasty, Lu Daijing in the《Shi Lin Yin Liu》 wrote that when he first arrived in the South, he declined betel nut, but after a while, he began to try it cautiously. After living there for more than a year, he couldn't do without it. Zhou Qunxi also wrote in the《Opposite of the Hills》: ""There is a saying that people on the road look like sheep. This describes the way of chewing with areca nut leaves, eating all day long. The form of chewing betel nut is described very vividly. Whenever they met, their teeth were black and red; when several people gathered, their teeth were red all over the place, which is really disgusting."" Beta: Betel nut originated from Malaysia and its name comes from the Malay language ""pinang."" In Taiwan, betel nut was not only used for daily chewing but also for entertaining guests. Li Zhiye, the author of《Ben Cao Gang Mu)>, said: ""People in the South use betel nut as a substitute for tea to dispel miasma. Its functions include: 1) It can make you sleepy when you're sober, making your cheeks flushed and red, like after drinking. 2) It can make you sober when you're drunk. 3) It can make you full when you're hungry. 4) It can make you hungry when you're full. Eating it on an empty stomach makes you feel full, and eating it after a meal makes it easier to digest. Betel nut also has a strong, pervasive flavor and a lingering sweetness."" Betel nut contains polyphenolic compounds, areca nut, and arecoline, which can affect the brain, sympathetic nervous system, and parasympathetic nervous system, increasing alertness and stimulating adrenaline secretion. The World Health Organization has confirmed that arecoline and areca"
24,112年學測-國文科第25題,B,"Translated Question: According to the two passages above, which of the following lines best describes the effects of betel nut on its users and is not mentioned in either passage? (A) Chewing betel nut makes you more charming and energetic. (B) A touch of betel nut makes you look healthy and rosy. (C) When eating bitter and oily foods, it is necessary to chew them thoroughly. (D) Betel nut can relieve hunger and thirst."
25,112年學測-國文科第26題,AB,"Translated Question: Which of the following pairs of words have the same meaning in both instances? (A) ""復"" in ""克己復禮為仁"" and ""不知"" in ""師道之不復可知矣"" (B) ""及"" in ""微夫人之力不及此"" and ""及"" in ""奔而入，及牆，虛若無物"" (C) ""既"" in ""蓋藏既富，絃誦興焉"" and ""親其所親，亦親所疏"" (D) ""善"" in ""為之躊躇滿志，善刀而藏之"" and ""留侯張良"" (E) ""竟"" in ""余時為桃花所戀，竟不忍去湖上"" and ""默然"" in ""久不見若影，何竟日默默在此"""
26,112年學測-國文科第27題,ABC,"Translated Question: In the sentence ""稍哭一下，就不得了啦，戲也不演啦"", the word ""稍"" modifies the verb ""哭"", indicating the degree of crying. Which of the following words in the brackets modifies the verb to express the degree of action? (A)非常 (B)異 (C)極 (D)殊 (E)略"
27,112年學測-國文科第28題,BCD,"Translated Question: Regarding the viewpoint on ""secrets,"" the following statement applies: When secrets appear in close personal relationships, everyone feels uneasy - I concealed the last and possibly the most important clue, preventing you from smoothly reading my entire file. The pain of love is how devastating it is! This world encourages honesty, as if only being open would allow mutual understanding, embracing, and crying in tears to make up. But secrets stubbornly broke the rational framework and made people aware of the limitations of human understanding language, discovering that loneliness is each person's true life theme. Fearing loneliness, people pretended to have no secrets to win imagined friendship. Sharing secrets is a bonding ritual among friends, but we don't share our own secrets. Telling other people's secrets is a cheap trick and a diversion. When everyone is busy telling each other's secrets, their own secrets are safe from being probed. The reason for some secrets to come to light is to hide another person's secret. (Revised from Hu Xingru's ""Secrets"") (A) Humanity's darkness is due to secretly telling each other's secrets (B) Exchanging secrets reveal people's need to ward off loneliness by mutual consolation (C) Telling other people's secrets satisfies curiosity and hides one's own secrets (D) Maintaining secrets and refusing to let others fully access them reflects loneliness as a life theme (E) The existence of secrets is due to the limitations of language, which hinders the intimacy of interpersonal relationships."
28,112年學測-國文科第29題,BE,"Translated Question: What best describes the story of the ""Husul King"" in the following text? (A) Born from a liaison between the Kushan king's concubine and a servant, the child was named Dongming (B) Abandoned in a pigpen and a horse stable, the child not only survived but was also protected by the animals (C) His mother, a concubine, was considered a servant and later sent to tend cattle and horses because she was skilled at archery (D) He led a rebellion to save his mother, fled south to establish the Husul Kingdom after failing (E) Crossed the river by stepping on floating fish and turtles, escaping from pursuers"
29,112年學測-國文科第30題,BE,"Translated Question: Which of the following is an appropriate interpretation of the two modern poems, both of which feature Lao She as their subject? (A) The ""bent balance"" in Alpha and ""stooped"" in Beta depict the torture of the people. (B) Both poems use ""stethoscope"" to suggest the doctor's profession, implying that doctors have compassionate hearts and can listen to the suffering of the people. (C) The ""gasping"" in Alpha and ""paralysis"" in Beta both refer to the general ignorance of the people during the Japanese occupation period. (D) Both poems mention ""<A Piece of Bamboo>, "" praising writing as a way to challenge authoritarianism and purify the spirits of the people during that time. (E) Alpha suggests that the suffering of the people inspires poets to lament, while Beta portrays the suffering people as being inscribed and engraved."
30,112年學測-國文科第31題,BCE,"甲: Cicadas sing when the flowers fall, and the regular sound of their song resembles the music of the Guqin. The sound of the cicadas accompanies the monks and the cranes in the waters of the Longshan and Dragon Mountains. Just like the figures of Du Fu and Li Bo in the Song of the Immortal Peach Forest, there are Hanzhong jujubes and Xiang Lake shrimp. Oh, poor Three Gorges, don't blame the birds. (By the way, this is from the song ""Unceasingly Unfolding"" by the Yuan dynasty's Ma Duanli)   乙: When one is deeply asleep, what harm is there? When one is not awake, how could one think deeply? Two famous swords are named after the wine press, which has preserved the ancient events of glory and despair for thousands of years, and buried the dreams of the myriad of jade and silk pavilions. Those who do not understand me during my time will laugh at me, but those who truly understand me will only praise me. (By the way, this is from the song ""Parasitic Grass"" by the Yuan dynasty's Bai Tingyong)   丙: Zun: Unfiltered wine. Yun: Similar to ""submerge,"" submerging.   屈原 has become a symbol and a symbol. In the Han dynasty, the focus of the controversy about Cao was mainly on ""complaining to the king."" The ideal way to express emotions in Confucianism is ""not wanton in pleasure, not sorrowful in grief."" Those who affirm Cao believe that Cao's commentary on the Confucian classics is a classic, and they believe that Cao is similar to the Classic of Poetry in that it ""complains about gossip without causing chaos"" and can contend with the sun and moon. Those who criticize Cao believe that Cao has a lyrical expression of grief in the ""Chuci,"" even going so far as to sacrifice his life, which is in stark contrast to the blandishments of Confucianism.    During the Song Dynasty, the foreign invasion stimulated national emotions. Readers of the ""Chuci"" understood Cao's emotional"
31,112年學測-國文科第32題,BDE,"根據甲、乙二曲和丙文，關於歷代對屈原的看法，敘述適當的是： (A) In the Han Dynasty, debates over Qu Yuan focused on whether his emotional expressions in his works were superior to those in the Shi Jing (Book of Poetry). (B) During the Song Dynasty, people paid more attention to Qu Yuan's patriotism, reinterpreting the ""criticizing the ruler"" issue from a national perspective. (C) In the Yuan Dynasty, literati often used Qu Yuan's allusions to express their attitude of retreating from society but waiting for the right moment to act. (D) In the Ming Dynasty, people who had similar experiences to Qu Yuan projected their self-identity onto Qu Yuan's predicament. (E) In various cultural contexts of today, interpreting Qu Yuan can both retain past aspects and have new meanings."
32,112年學測-國文科第34題,A,關於古典的閱讀策略，最符合甲、乙二文敘述的是：(A)甲文指出廣泛接受並適當批判古典，可讓思想開
33,112年學測-國文科第36題,A,"36. According to the passage, an original creator ""may be more cautious than imagined."" This is because they usually handle original concepts by: (A) increasing acceptance, reducing realization obstacles (B) deleting imaginative oddities, adhering to classic principles (C) extending incubation time, seeking first exposure (D) targeting market needs, investing cautiously."
