,info,answer,translated_questions
11,110年學測-自然科第18題,E,"Translated Question: Scientists have tried to reconstruct the history of Earth using various methods. Which of the following statements about exploring Earth's history is correct? (A) The history of the Paleozoic Era is less accurate because early humans wrote it, so it is full of errors. (B) According to the Principle of Superposition, the time of rock formation can be inferred to be later than the surrounding rock layers. (C) Relative geological age is determined by radiometric dating, which distinguishes the order of rock layers. (D) Using radiometric dating, the amount of parent element decreases to half of its original amount after two half-lives. (E) ""Uniformitarianism"" means that the principles governing past geological processes are the same as those governing current geological processes."
12,110年學測-自然科第19題,B,"19th century, Dutch meteorologist Buys Ballot discovered: In the Northern Hemisphere, if you face the wind, high pressure is to your right and low pressure is to your left, which is known as Buys Ballot's Law. However, it was later found that this empirical law is more suitable for use in aviation or navigation and not very suitable for land use. What is the main reason for this? (A) because there are fewer meteorological observation stations at sea or in the air, using the empirical law is more convenient (B) because the friction at sea or in the air is smaller, the wind direction will not be as easily deflected (C) because the pressure gradient force on land is smaller and the wind speed is faster (D) because land-based meteorological information updates faster, so the empirical law is not needed (E) because navigation needs more meteorological information than land transportation"
13,110年學測-自然科第20題,B,"Translated Question: The Earth's rotational axis is aligned with Polaris (the North Star), and its angle relative to the ecliptic (the path of the Sun) is 66.5 degrees. If a sailor on a ship observes the angle between the horizon and Polaris is 35 degrees, what latitude is the ship approximately at? (A) 66.5 (B) 35 (C) 23.5 (D) 11.5 (E) 0"
14,110年學測-自然科第23題,AE,Translated Question: Which of the following characteristics make the hormone produced by the placenta suitable for use as a pregnancy test? (Select 2) (A) It is secreted by the placenta (B) It maintains the secretion of progesterone (C) It maintains the secretion of progesterone (D) It maintains the growth of the endometrium (E) It can be found in urine.
15,110年學測-自然科第24題,AB,"Translated Question: Which of the following statements about plant meristematic cells are correct? (Select 2) (A) Meristematic cells have the ability to differentiate into various functional cells. (B) The cells of the root cortex meristem can develop lateral roots. (C) The cells of the apical meristem are located in the root apex (root cap). (E) Meristematic cells are smaller and have smaller nuclei, and their chromosomes are clearly visible in each stage."
16,110年學測-自然科第25題,BD,Translated Question: Which of the following substances are transported without the participation of plasma membrane transport proteins and without ATP consumption? (Select 2) (A) Inorganic salts are absorbed by plant root cells from the soil. (B) Oxygen is exchanged in alveoli and alveolar cells. (C) Polymorphonuclear leukocytes engulf bacteria. (D) Fatty acids are absorbed by intestinal epithelial cells. (E) Proximal tubule cells in the kidney reabsorb glucose.
17,110年學測-自然科第26題,AC,"Translated Question: A student participating in a science competition feels unwell and uncomfortable due to pressure and stress, goes to the medical room to rest, and measures their blood pressure as 150mmHg/100mmHg. What are the possible factors that caused this blood pressure? (Select 2) (A) Heart rate is faster than usual. (B) The amount of blood output per minute by the heart is less than usual. (C) Vasoconstriction of arterial smooth muscle, causing blood pressure to be higher than usual. (D) Sweating increases, resulting in lower blood pressure than normal. (E) Neural and hormonal actions are more intense than usual, causing blood vessels to relax."
18,110年學測-自然科第27題,CD,"Translated Question: In a closed container, a mixture of ethylene (C2H4) and hydrogen (H2) with a total mass of 94 grams is subjected to a reaction. It is assumed that all the ethylene reacts with hydrogen to produce propylene (C2H6). After the reaction is complete, the following statements are correct? (Select 2) (A) The number of gas molecules in the container increases after the reaction. (B) The original mixture contains 3 moles of hydrogen. (C) The original mixture contains 3 moles of ethylene. (D) There is still remaining hydrogen in the container after the reaction. (E) 2 moles of propylene are produced."
19,110年學測-自然科第29題,CD,"Translated Question: Scientists, after observing specimens collected from a planet similar to Earth, separated a similar structure to the cell. It has the following important characteristics: which can support ""the entity has a life phenomenon and is similar to single-celled organisms on Earth""? (Select 2) (A) The vital small bodies can only be observed under a microscope. (B) It can absorb water to increase its volume. (C) It can synthesize various special molecules to form complex structures, which maintain the stability of the internal environment of the entity. (D) Sometimes, one entity will split into two individuals, each with the same function as the original entity. (E) Under a microscope, multiple entities gather to form a colony."
20,110年學測-自然科第30題,ACD,"Translated Question: Regarding the human immune system, which of the following statements are correct? (Select 3) (A) B cells and T cells are produced in the bone marrow. (B) Mast cells can break down tumor cells. (C) Inflammatory symptoms of redness, swelling are due to the release of histamine in the body. (D) Injecting vaccines into the body stimulates the production of antibodies, providing specific defense. (E) All T cells participate in cellular immunity."
21,110年學測-自然科第31題,CE,Translated Question: Which of the following statements about the magnetic field inside a coaxial cable with a fixed length and cross-sectional area carrying a stable current are correct? (Select 2.) (A) The magnetic field strength is maximum at the outer edge of the cable. (B) The magnetic field strength at the center of the cable is zero. (C) The cable's ends are equivalent to the N and S poles of a magnet. (D) The magnetic field strength inside the cable is unrelated to the current value. (E) The direction of the magnetic field inside the cable can be determined using Ampere's right-hand rule.
22,110年學測-自然科第32題,BD,"Translated Question: A coil of uniformly wound helix, with a fixed length and cross-sectional area, is straight and upright when the current in the wire is stable. There is an N-pole magnet above the spiral tube, which approaches the tube directly. Which of the following statements is correct? (Choose 2) (A) The magnet has not yet approached the spiral tube, and the magnetic field inside the tube is directed downward. (B) The magnet has not yet approached the spiral tube, and the magnetic field inside the tube is directed upward. (C) When the magnet approaches the spiral tube, the direction of the magnetic field inside the tube does not change, but the strength decreases. (D) When the magnet approaches the spiral tube, the direction of the magnetic field inside the tube does not change, but the strength increases. (E) When the magnet approaches the spiral tube, the direction of the magnetic field inside the tube does not change, but the strength remains the same."
23,110年學測-自然科第33題,BCE,"Translated Question: Which of the following statements about nuclear power are correct? (Select 3) (A) When fission occurs, both protons are released, making it suitable for electricity generation. (B) Atomic bombs and nuclear power plants can both utilize nuclear fission to release energy. (C) Uranium-235 can release energy through nuclear fission for human use. (D) The principle of solar energy conversion is to directly convert nuclear energy into electrical energy. (E) The Sun loses mass as it emits light for a longer period of time."
24,110年學測-自然科第36題,AE,"Translated Question: What are the two reasons for the formation of ocean currents, which are large-scale, continuous water movements in the ocean? (A) Wind blowing across the surface of the water (B) Gravity of the sun and moon (C) Underwater earthquakes (D) Earth's rotation (E) Differences in the density of seawater"
25,110年學測-自然科第37題,C,"Translated Question: In order to maintain life and perform various tasks, the human body needs to consume food and obtain oxygen from the atmosphere to provide energy and regulate the rate of heat dissipation, maintaining a normal body temperature. The human body can be considered as a system that interacts with the surrounding environment through metabolism, converting and storing energy (called internal energy) and exchanging work and heat with the environment. If in a time period t, someone performs activities such as cycling and lifting objects, doing work W, and the net heat energy released by the body is Q, then according to the energy conservation law, the change in internal energy U will obey the following relationship: -U = Q + W. Dividing both sides by t gives a relationship between the rate of change of the various quantities; generally, -U/t is called the person's metabolic rate in that time period. The minimum metabolic rate required to maintain basic bodily functions (including body temperature) is called basal metabolic rate. On average, for each kilogram of body mass, the basal metabolic rate is about 1.0 watt. The energy required to maintain human metabolism comes from the chemical reactions that occur when food is digested and combined with oxygen. For example, the process of converting glucose (C6H12O6) into the energy needed by the body can be simply summarized as follows: C6H12O6 + 6O2 -> 6CO2 + 6H2O. The energy released per gram of glucose in this reaction is approximately 16 kilojoules, which is often referred to as the energy per unit mass of the calorie. The human body inhales gas from the atmosphere during breathing, and its main component is: (A) oxygen (B) carbon dioxide (C) nitrogen (D) water vapor (E) ozone"
26,110年學測-自然科第38題,AB,"Translated Question: Which of the following statements about human metabolism and body temperature maintenance are correct? (Select 2) (A) Maintaining a constant body temperature can be achieved by adjusting ΔQ. (B) The neural center that adjusts ΔQ is the hypothalamus. (C) In a hot environment, the neural center reduces blood flow to the skin surface to reduce ΔQ and maintain body temperature. (D) In a hot environment, in addition to reducing ΔQ, the neural center increases the secretion of thyroid hormones to reduce metabolic heat production. (E) Factors determining basal metabolic rate do not include the net amount of heat leaving the body per unit of time at rest."
27,110年學測-自然科第42題,AD,"Translated Question: Which of the following statements about genetics and related diseases are correct? (Select 2) (A) Color blindness is a sex-linked genetic disorder. (B) Human ABO blood types are determined by multiple genes. (D) Mendel believed that each trait is controlled by a pair of genetic factors. (E) Cellular evidence for the laws of independent assortment comes from meiosis, where homologous chromosome pairs separate."
28,110年學測-自然科第43題,D,"Translated Question: BrDU is a synthetic nucleotide that can be absorbed and used by cells as a raw material for DNA replication, pairing with adenine. Four classmates propose the following arguments: Alpha, BrDU is a nucleotide consisting of 5 sugar, a nitrogenous base, and a phosphate; BrDU is integrated into copied DNA during the process of mitosis when chromosomes are arranged in the center of the cell Beta, BrDU pairs with adenine and replaces thymine in cell DNA replication Gamma, After giving BrDU, when cells complete a round of division and then complete another round of division, all DNA contains only a single strand of BrDU Delta, which of the following arguments is correct? (A) Alpha, Beta (B) Beta, Gamma (C) Beta, Delta (D) Alpha, Delta (E) Alpha, Gamma"
29,110年學測-自然科第44題,AB,"Translated Question: Which of the following statements about Darwin's evolution theory are correct? (Select 2) (A) The frequency of traits related to the competitive fitness of parents will increase in the offspring. (B) When Darwin proposed the theory of natural selection, he did not refer to Mendel's laws of inheritance. (C) Useful traits, which are inherited from the parents, will make offspring better adapted to their environment. (D) When resources are limited, advantageous traits can be acquired through mutations, increasing the number of individuals. (E) Endemic species are evolved from different ancestors in different geographical environments."
30,110年學測-自然科第47題,D,Translated Question: Scientists have developed a new breed of domestic silkworm with black spots through repeated crossbreeding. Which of the following reproductive technologies is most similar to the principle of breeding black silkworms? (A) Transgenic corn produced by inserting a pest-resistant gene (B) Cloned sheep Dolly (C) Propagating the phalaenopsis orchid through tissue culture (D) Mendel's pea crossbreeding experiment (E) Salmon with the growth hormone gene inserted
31,110年學測-自然科第49題,BCE,"Translated Question: Which of the following statements are correct? (Select 3) (A) The H3BNH3 molecule has one lone pair of electrons. (B) The H3BNH3 molecule has a Lewis structure that meets the octahedral rule. (C) In the BN structure, when it forms a structure similar to graphite, boron atoms are connected to each other, and nitrogen atoms are also connected to each other, forming a planar network of layers, with no covalent bonds between the boron and nitrogen layers. (D) When BN forms a structure similar to graphite, each nitrogen atom is bonded to 4 adjacent boron atoms, and each boron atom is bonded to 4 adjacent nitrogen atoms via covalent bonds."
32,110年學測-自然科第54題,ADE,"Translated Question: Scientists have discovered PH3 in the atmosphere of Venus, with a concentration of 5-20 ppb. It is known that: (1) PH3 in Earth's atmosphere comes solely from microorganisms; (2) Venus's astronomical and geological phenomena cannot produce PH3; (3) PH3 easily oxidizes into other substances. Which of the following inferences are accurate? (Select 3) (A) Venus may harbor microorganisms. (B) The PH3 found on Venus would not be oxidized on Earth. (C) A planet without life should not produce PH3. (D) The oxidation product of PH3 on Earth may be a phosphorus-containing acid. (E) There may be unknown chemical reactions in the atmosphere of Venus, leading to the production of PH3."
33,110年學測-自然科第55題,C,"Translated Question: The average density and radius of a planet are 0.10 times and 10 times that of Earth, respectively. What is the approximate value of the planet's surface gravitational acceleration compared to Earth's surface gravitational acceleration? (A) 0.010 (B) 0.10 (C) 1.0 (D) 10 (E) 100"
34,110年學測-自然科第57題,ABE,Translated Question: Which of the following processes involve the conversion of mechanical energy? (Select 3) (A) A meteor falling onto the surface of the moon (B) A spring and object combined in a periodic vibrational movement (C) The process of burning coal to produce heat (D) The process of converting sunlight into electricity (E) The process of converting the energy of water into electricity
35,110年學測-自然科第58題,B,"Translated Question: What is the correct relationship among the following options (A) v0 > v1, (B) v1 > v2, (C) v0 > v2, (D) v2 > v1, (E) v2 = v1)?"
36,110年學測-自然科第59題,CD,"Translated Question: What is the correct relationship between the terminal velocities v1 and v2 in the following scenario: A parachutist carries a parachute and jumps from a stationary hot air balloon with an initial speed of v0. They reach terminal velocity v1 before opening the parachute, and then, after opening the parachute, the parachute's expanded area increases, and they reach another terminal velocity v2 before landing? (A) v0 > v1 (B) v1 > v2 (C) v0 > v2 (D) v2 > v1 (E) v2 = v1"
37,110年學測-自然科第66題,C,"Translated Question: By using a red glass filter, all objects appear with a varying shade of red. When used to photograph the stars, all stars appear as brightly varying shades of red. Using a digital camera through a telescope to take pictures of the stars, for the same region, take one image with a red filter and one with a blue filter. What information can be obtained from this? (A) Comparing the two images can determine the age of the stars. (B) Comparing the two images can determine the distance to the stars. (C) Comparing the two images can distinguish blue hot stars. (D) The blue glass filter image can determine which are cool stars. (E) In the red glass filter image, red stars are very bright."
38,110年學測-自然科第67題,B,"Translated Question: Geologists often infer the depositional environment from the properties of rocks. In a well that drills from top to bottom, alternating layers of shale, sandstone, and conglomerate are obtained. If these rock layers have not been subjected to deformation, which of the following statements about their formation is accurate? (A) The water environment in the depositional environment became shallower as it became later. (B) The flow speed of the water environment in the depositional environment became slower as it became later. (C) Intense volcanic eruptions, with volcanic bombs ejected, forming the conglomerate. (D) Faulting caused the original conglomerate to be transformed into sandstone and shale. (E) A landslide formed the conglomerate, and later the conglomerate weathered into sandstone and shale.)"
